kind;outputdata;year;unused1;unused2;code;halfyear
12;"Общественное мнение о работе милиции: мониторинг в системе МВД Республики Беларусь : метод. рекоменд. / В.Л. Григорович, И.А. Кибак, А.М. Малиновский ; под общ. ред. Министра внутрен. дел Респ. Беларусь, генерал-лейт. милиции В.В. Наумова. – Минск : М-во внутрен. дел Респ. Беларусь, 2007. – 136 с.";2007;;;85;
12;"Профилактика суицидального поведения сотрудников органов внутренних дел : метод. рекоменд. / М. Ю. Кашинский, Л. Е. Колтонюк ; М-во внутрен. дел Респ. Беларусь [и др.]. – Минск : Полиграфический центр МВД Респ. Беларусь, 2009. – 67 с.";2009;;;331;
12;"Психотехнологии воздействия на личность подозреваемого : учеб.-метод. пособие для следователей / Д.В. Сакович. – 2-е изд. – Мозырь : ООО ИД «Белый Ветер», 2009. – 104 с.";2009;;;449;
12;"Методические рекомендации ГУМОБиСМ МВД Республики Беларусь по обеспечению эффективной реализации приказа МВД Республики Беларусь № 277-2007 года «О внесении изменений и дополнений в приказ МВД Республики Беларусь от 23.07.2003 года №177» / В.В. Чудаков. – (Направлено для практического пользования в ГУВД Мингорисполкома, УВД облисполкомов и УВД на транспорте МВД Респ. Беларусь, Акад. МВД)";2007;;;1551;
12;"Психотехнологии воздействия на личность подозреваемого : учеб.-метод. пособие для следователей / Д. В. Сакович. – 2-е изд. – Мозырь : Белый ветер, 2007. – 104 с.";2007;;;1858;
12;"Методическое пособие по применению ОТС «Б» в учреждениях КИН МВД Республики Беларусь / В.И. Хомлюк, Н.Н. Полозняк, Ю.М. Кравцов, В.В. Бачила, С.В. Бородич. – Минск : КИН МВД Респ. Беларусь, 1998. – 48 с.";1998;;;2526;
12;"Некоторые оперативно-тактические методы раскрытия убийств, совершаемых по найму (заказных убийств) : метод. рекоменд. / Г.Т. Кабанов, В.В. Бачила, В.А. Дьяченко, Г.Г. Жуков // Информ. вестник Ком. по борьбе с орг. преступностью и коррупцией МВД Респ. Беларусь. – Минск : КБОПиК МВД Респ. Беларусь, 2002.– № 4(10). – С. 20-40";2002;;;2544;
12;"Методика технико-криминалистического исследования магнитных и оптических носителей информации, содержащих объекты ителектуальной собственности, в целях установления технических признаков контрафактности : метод. пособие / И.К. Лобач, А.Л. Поскребко, Д.Е. Протченко, Н.В. Ефременко, В.А. Чванкин // Утв. Межведомств. науч.-метод. советом в области судебной экспертизы при Межведомств. комиссии по вопросам судебно-экспертной  деятельности при Совете Безопасности Респ. Беларусь (прот. № 8 от 26 мая 2010 г.). – Минск: Полиграфический центр МВД, 2010. – 29 с.";2010;;;3096;
12;"Организация деятельности правоохранительных органов Республики Беларусь по борьбе с терроризмом : метод. рекомендации / П.В. Гридюшко, И.Г. Мухин, В.Ч. Родевич, А.А. Тариков, С.С. Тупеко, В.В. Федорович, Ю.М. Юбко ; М-во внутр. дел Респ. Беларусь, учреждение образования ""Акад. М-ва внутр. дел Респ. Беларусь"". – Минск : Акад. МВД, 2011. – 52 с.";2011;;;3987;2
12;"Методические рекомендации по выявлению и документированию взяточничества / А.В. Башан, В.А. Кистерный, С.С. Тупеко // Вестник Главного управления по борьбе с экономич. преступлениями МВД Респ. Беларусь. – Минск, 2011. – № 1(46). – С. 31-51";2011;;;3988;1
