kind;outputdata;year;unused1;unused2;code;halfyear
16;"Криминологическая обусловленность уголовного закона – важнейшее условие его эффективности / А. Л. Савенок // Криминологические основы уголовного права : материалы Х Росс. конгресса уголовного права, Москва, 26–27 мая 2016 г. / отв. ред., докт. юрид. наук, проф. В. С. Комиссаров. – М.: Юрлитинформ, 2016. – С. 236–240";2016;;;9061;1
16;"Эффективность уголовного права: от теории к практике / А. Л. Савенок // Совершенствование уголовного законодательства и практики его применения в современных условиях : материалы Междунар. науч.-прак. конф., Минск, 14–15 окт. 2016 г. / редкол. : С. А. Балашенко (отв. ред.) [и др.]. – Минск : Изд. центр БГУ, 2016. – С. 109–112";2016;;;9065;2
16;"О некоторых аспектах информационно-аналитической работы в правоохранительной деятельности / А.Н. Лепёхин // Региональная информатика (РИ-2014): материалы  XIV Санкт-Петербургской  междунар. конф., Санкт-Петербург, 29-31 окт. 2014 г. / Санкт-Петербургское общество информатики, вычислительной техники, систем связи и управления. – СПб.: СПОИСУ, 2014. – С. 191-192";2014;;;7281;2
16;"Информационно-аналитическая работа в органах внутренних дел: историко-правовые и организационные аспекты / А.Н. Лепёхин // Использование информационных технологий в правоохранительной деятельности: материалы науч.-практ.семинар., Харьков, 12 мая 2015 г. / М-во внутр. дел Украины, Харьковский нац. ун-т. – Харьков, 2015. – С.15–19.";2015;;;7928;1
16;"Совершенствование информационно-аналитической работы как ключевого фактора эффективного управления органами внутренних дел / А.Н.Лепёхин // Охрана, безопасность, связь – 2014 : материалы междунар. науч.-практ. конф. , Воронеж, 27 нояб. 2014 г. : в 2 ч. / Воронеж. ин-т МВД России. – Воронеж: Воронежский институт МВД России, 2015. – Ч.1. – С. 265–267";2015;;;8354;2
16;"Сотрудничество государств – участников СНГ в подготовке, переподготовке и повышении квалификации кадров: состояние, тенденции, перспективы / А. В. Бекещенко, А. П. Чирак // Повышение квалификации и переподготовка управленческих кадров: проблемы и решения : материалы междунар. науч.-практ. конф., Минск, 6 нояб. 2015 г. / учреждение образования «Акад. М-ва внутр. дел Респ. Беларусь» ; редкол.: А. П. Леонов (отв. ред.) [и др.]. – Минск, 2016. – С. 6–10";2016;;;8640;1
16;"Применение методов оперативного анализа местности для поддержки принятия решений на основе цифровых технологий / В. Л. Григорович // Повышение квалификации и переподготовка управленческих кадров: проблемы и решения : материалы междунар. науч.-практ. конф., Минск, 6 нояб. 2015 г. / учреждение образования «Акад. М-ва внутр. дел Респ. Беларусь» ; редкол.: А. П. Леонов (отв. ред.) [и др.]. – Минск, 2016. – С. 30–32.";2016;;;8641;1
16;"Сотрудничество с международными организациями в области обеспечения качества дополнительного образования взрослых / С. В. Добриян, И. Л. Федчук // Повышение квалификации и переподготовка управленческих кадров: проблемы и решения : материалы междунар. науч.-практ. конф., Минск, 6 нояб. 2015 г. / учреждение образования «Акад. М-ва внутр. дел Респ. Беларусь» ; редкол.: А. П. Леонов (отв. ред.) [и др.]. – Минск, 2016. – С. 41–44.";2016;;;8642;1
16;"Роль руководителей в обеспечении профессионального роста сотрудников органов внутренних дел / Р. В. Кашевский // Повышение квалификации и переподготовка управленческих кадров: проблемы и решения : материалы междунар. науч.-практ. конф., Минск, 6 нояб. 2015 г. / учреждение образования «Акад. М-ва внутр. дел Респ. Беларусь» ; редкол.: А. П. Леонов (отв. ред.) [и др.]. – Минск, 2016. – С. 55–57.";2016;;;8643;1
16;"Критерии эффективности деятельности участковых инспекторов милиции по профилактике правонарушений / И. В. Козелецкий, В. В. Коляго // Повышение квалификации и переподготовка управленческих кадров: проблемы и решения : материалы междунар. науч.-практ. конф., Минск, 6 нояб. 2015 г. / учреждение образования «Акад. М-ва внутр. дел Респ. Беларусь» ; редкол.: А. П. Леонов (отв. ред.) [и др.]. – Минск, 2016. – С. 57–60.";2016;;;8644;1
