kind;outputdata;year;unused1;unused2;code;halfyear
5;"Английский язык : практ. пособие / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; авт.-сост.: С.С. Денисова, С.Е. Серегина (Подгруша), Т.М. Катцова. – 2-е изд. – Минск : Акад. МВД Респ. Беларусь, 2008. – 184 с.";2008;;;1152;
5;"Английский язык : практ. пособие / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; авт.-сост.: С.С. Денисова, С.Е. Серегина (Подгруша), Т.М. Катцова. – 3-е изд. – Минск : Акад. МВД Респ. Беларусь, 2009. – 184 с.";2009;;;1154;
5;"Разговорник для сотрудников органов внутренних дел / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; авт.-сост.: С.С. Денисова [и др.]. – 3-е изд., дополненное. – Минск : Акад. МВД Респ. Беларусь, 2008. – 116 с.";2008;;;1155;
5;"Семейное право : практ. пособие / В.И. Пенкрат. – Минск : Молодеж. науч. общество, 2004. – 151 с.";2004;;;1189;
5;"Семейное право : в соответствии с брачно-семейным законодательством по состоянию на 1 февраля 2007 г. / В. И. Пенкрат. – 2-е изд., дополненное. – Минск : Молодежное, 2007. – 120 с. – (Библиотека юриста)";2007;;;1190;
5;"Хозяйственное право : ответы на экзаменационные вопросы: практ. пособие / Л. М. Орлова ; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2008. – 110 с.";2008;;;1235;
5;"Трудовое право : ответы на экзаменационные вопросы / И. В. Савина. – 2-е изд., переработанное. – Минск: ТетраСистемс, 2008. – 155 с. (Ответы на экзаменационные вопросы).";2008;;;1236;
5;"Международное публичное право : ответы на экзаменац. вопросы / И.В. Савина. – 3-е изд., перераб. – Минск : ТетраСистемс, 2009. – 159 с. – (Ответы на экзаменационные вопросы)";2009;;;1259;
5;"Трудовое право : ответы на экзаменационные вопросы / И. В. Савина. – 3-е изд., переработанное. – Минск: ТетраСистемс, 2009. – 159 с. (Ответы на экзаменационные вопросы).";2009;;;1261;
5;"Хозяйственное право : ответы на экзаменационные вопросы: практ. пособие / Л. М. Орлова ; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – 2-е изд. – Минск : Акад. МВД Респ. Беларусь, 2009. – 110 с.";2009;;;1266;
5;"Пломбировочные устройства и их криминалистическое исследование : практ. пособие / В.Ф. Бурейко, М.М. Ятусевич ; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2009. – 79 с.";2009;;;1299;
5;"Человек. Общество. Государство : пособие для абитуриентов вузов / А.И. Авраменко, Т.И. Адуло, И.Н. Бобкова, А.А. Подупейко [и др.]; под общ. ред. А.И. Авраменко, Ф.В. Пекарского. – 5-е изд., испр. и доп. – Минск : Акад. МВД Респ. Беларусь, 2007. – 384 с.";2007;;;1403;
5;"Экономическая теория : практикум / А.И. Авраменко, Ю.Р. Тихонов, А.Я. Коховец /  М-во внутрен. дел Респ. Беларусь, Акад. МВД ; под ред. А.И. Авраменко. – Минск : ФУАинформ, 2008. – 480 с.";2008;;;1423;
5;"Судебная бухгалтерия: ответы на экзаменационные вопросы / И. В. Сауткин. – Минск : ТетраСистемс, 2008. – 92 с. – (Ответы на экзаменационные вопросы)";2008;;;1424;
5;"Человек. Общество. Государство : пособие для абитуриентов / А.И. Авраменко, А.А. Подупейко [и др.]; под общ. ред. А.И. Авраменко, Ф.В. Пекарского. – 6-е изд. – Минск : Акад. МВД Респ. Беларусь, 2008. – 384 с.";2008;;;1426;
5;"Правовая информатика : работа со справочными правовыми системами (""Эксперт"", ""КонсультантПлюс"") : практикум / М-во внутрен. дел Респ. Беларусь, Акад. МВД , Каф. правовой информатики ; авт.-сост.: Н.А. Аникеева, Т.Г. Чудиловская. – Минск : Акад. МВД Респ. Беларусь, 2007. – 60 с.";2007;;;1514;
5;"Основы высшей математики и информатика. Табличный процессор Microsoft Excel XP : практ. пособие : 1-й курс / М-во внутрен. дел Респ. Беларусь, Акад. МВД, Каф. правовой информатики ; авт.-сост.: Т.Г. Чудиловская, Н.С. Шкор. – Минск : Акад. МВД Респ. Беларусь, 2008. – 80 с.";2008;;;1515;
5;"Использование баз данных для ведения учетов в органах внутренних дел : практ. пособие / М-во внутрен. дел Респ. Беларусь, Акад. МВД, Каф. правовой информатики ; авт.-сост. Т.Г. Чудиловская. – Минск : Акад. МВД Респ. Беларусь, 2008. – 116 с.";2008;;;1516;
5;"Практикум по юридической статистике / Н.М. Бобович ; М-во внутрен. дел Рес. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2010. – 85 с.";2010;;;1517;
5;"Методические рекомендации о порядке проведения групповых упражнений по обучению управлению нарядами при осложнении оперативной обстановки на территории обслуживания / В.В. Чудаков. – (Направлено для практического использования в УОПП МОБ ГУВД Мингорисполкома, УВД облисполкомов и УВД на транспорте МВД Респ. Беларусь)";2008;;;1552;
5;"Методические рекомендации по подведению итогов оперативно-служебной деятельности в строевых подразделениях милиции / В.В. Чудаков. – (Направлено для практического использования в УОПП МОБ ГУВД Мингорисполкома, УВД облисполкомов и УВД на транспорте МВД Респ. Беларусь)";2009;;;1553;
5;"О мерах безопасности при обращении с оружием: метод. рекоменд. / В.В. Чудаков. – (Направлено для практического использования в УОПП МОБ ГУВД Мингорисполкома, УВД облисполкомов и УВД на транспорте МВД Респ. Беларусь)";2008;;;1554;
5;"Кто и за что может остановить водителя, принудительная эвакуация автомобиля и многое другое: пособие для водителей транспортных средств : согласовано с Управлением ГАИ МВД Республики Беларусь / авт-сост.: Д.Г. Кузлякин, В.А. Кадулин, Л.К. Фармагей. – Минск : Тонпик, 2008. – 36 с.";2008;;;1563;
5;"Экзаменационные билеты (комплексные) для подготовки к теоретическим экзаменам водителей транспортных средств категории ""А"" и ""В"" / Д.Г. Кузлякин, В.М. Дерман, М.Е. Ярошко, М.Ф. Папкович, В.А. Кадулин. – Минск : Тонпик, 2007. – 80 с.";2007;;;1564;
5;"Экзаменационные билеты (тематические) для подготовки к теоретическим экзаменам водителей транспортных средств категорий ""A"" и ""B"" : составлены с учетом дополнений и изменений, внесенных в Правила дорожного движения Указом Президента Республики Беларусь от 18.10.2007 N 526 / В.М. Дерман, Д.Г. Кузлякин,  М.Е. Ярошко, М.Ф.Папкович, В.А Кадулин. – Минск: Тонпик, 2008. – 80 с.";2008;;;1565;
5;"Огневая подготовка сотрудников органов внутренних дел : практ. пособие / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; авт.-сост.: В.В. Грамакин, А.В. Долидович, А.Н. Морозов, В.С. Яловик, Р.Е. Чернецкий, А.В. Селецкий, О.Е. Орловский, В. А. Самусевич. – Минск : Акад. МВД Респ. Беларусь, 2007. – 154 с.";2007;;;1567;
5;"Основы владения средствами индивидуальной защиты и активной обороны : практ. пособие / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; сост.: В.С. Яловик, А.В. Долидович, А.В. Маракулин. – Минск : Акад. МВД Респ. Беларусь, 2008. – 58 с.";2008;;;1568;
5;"Конспект по изучению Правил дорожного движения : пособие для учащихся автошкол по подготовке водителей транспортных средств категории ""В"" : согласовано с Управлением ГАИ МВД Республик Беларусь / сост.: В.М. Дерман, Д.Г. Кузлякин, М.Е. Ярошко, В.А Кадулин. – 4-е изд. – Минск : Тонпик, 2010. – 144 с.";2010;;;1569;
5;"Проблемы профилактики противоправного поведения несовершеннолетних / В.Б. Шабанов // Социальная работа с молодежью : пособие / С. В. Лапина, В.Б. Шабанов [и др.]; под ред. С. В. Лапиной; Акад. упр. при Президенте Респ. Беларусь. – Минск : Акад. упр. при Президенте Респ. Беларусь, 2007. – С. 72-77";2007;;;1589;
5;"Роля і месца купецтва Беларусі ў працэсе генезісу капіталізму ў другой палове XVIII – першай палове XIX стагоддзя : дапаможнік / А. М. Люты, С. А. Сямёнава (С.А. Семенова) ; М-ва адукацыі Рэсп. Беларусь, Установа адукацыі ""Беларускі дзяржаўны педагагічны універсітэт імя М. Танка"". – Мінск : БДПУ, 2008. – 124 с.";2008;;;1613;
5;"Материалы в помощь изучающим историю органов внутренних дел / авт.-сост. А.С. Жмуровский. – Минск : издатель А.Н. Вараксин, 2007. – 144 с. – К 90-летию белорус. Милиции";2007;;;1656;
5;"Общая теория государства и права: ответы на экзаменационные вопросы : практ. пособие: [для курсантов, слушателей и студентов] / Н.А. Горбаток ; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2008. – 208 с.";2008;;;1657;
5;"История политических и правовых учений : курс интенсивной подготовки /  Е.В. Борщева. – Минск : ТетраСистемс, 2009. – 304 с. – (Студенту к экзамену)";2009;;;1658;
5;"История органов внутренних дел Беларуси : хрестоматия / М-во внутрен. дел, Акад. МВД ; сост.: А.Ф. Вишневский, К.И. Барвинок, В.А. Данилов, А.С. Жмуровский, А.А. Радоман, С.А. Семенова, О.Н. Сувалов, А.В. Шарков, А. Н. Юшкевич, С.К. Купрейчик, В.И. Павлов ; под ред. А.Ф. Вишневского. – Минск : Акад. МВД Респ. Беларусь, 2009. – 315 с.";2009;;;1660;
5;"Логика : практ. пособие / В.А. Галенок ; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – 2-е изд., исправленное. – Минск : Акад. МВД Респ. Беларусь, 2007. – 170 с.";2007;;;1756;
5;"Практикум по логике : [пособие] / В. А. Галенок ; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2008. – 95 с.";2008;;;1757;
5;"Философия и методология науки : практ. пособие для адъюнктов и соискателей Акад. МВД Респ. Беларусь / Т.И. Адуло, А.А. Козел, Л.Е. Лойко, Ф.В. Пекарский; под побщ. ред. А.А. Козела, Л.Е. Лойко. – Минск : Акад. МВД Респ. Беларусь, 2008. – 144 с.";2008;;;1758;
5;"История общественных движений и политических партий : ответы на экзаменационные вопросы / Е.Н. Сувалова, О.Л. Помалейко. – Минск : ТетраСистемс, 2009. – 143 с. – (Ответы на экзаменационные вопросы)";2009;;;1760;
5;"Уголовное право Республики Беларусь. Особенная часть : с учетом изм. и доп., внесенных в УК по состоянию на 20 июня 2007 г. / А. А. Примаченок. – 4-е изд., доп. – Минск : Молодежное, 2007. – 135 с. – (Библиотека юриста)";2007;;;1841;
5;"Уголовное право Республики Беларусь. Особенная часть : с учетом изменений и дополнений, внесенных в УК по состоянию на 20 апреля 2009 г. / А. А. Примаченок. – 8-е изд., дополненное. – Минск : Молодежное, 2009. – 151 с. – (Библиотека юриста).";2009;;;1842;
5;"Уголовное право Республики Беларусь. Особенная часть : с учетом изменений и дополнений, внесенных в УК по состоянию на 25 марта 2010 г. / А. А. Примаченок. – 8-е изд., измененное и дополненное. – Минск : Молодежное, 2010. – 175 с.";2010;;;1843;
5;"Уголовное право Республики Беларусь. Особенная часть / А. А. Примаченок. – 2-е изд., дополненное. – Минск : Молодежное, 2006. – 135 с.";2006;;;1844;
5;"Уголовное право Республики Беларусь. Общая часть : с учетом изменений и дополнений, внесенных в УК по состоянию на 5 мая 2008 г. / А. А. Примаченок. – 5-е изд., дополненное. – Минск : Молодежное, 2008. – 111 с. – (Библиотека юриста).";2008;;;1845;
