publication;author;department;isauthor;code
6287;415;16;1;7289
6288;415;16;1;7290
6289;415;16;1;7291
6290;251;16;1;7292
6291;414;16;1;7293
6292;322;16;1;7294
6293;258;16;1;7295
6294;388;16;1;7296
6295;257;16;1;7297
6296;410;16;1;7298
6297;388;16;1;7299
6298;364;16;1;7300
6299;234;13;1;7301
6299;225;13;0;7302
6299;227;13;0;7303
6299;241;13;0;7304
6299;51;3;0;7305
6299;260;16;0;7306
6299;269;17;0;7307
6299;259;16;0;7308
6299;302;19;0;7309
6299;48;3;0;7310
6299;243;13;0;7311
6300;399;1;1;7312
6300;437;1;0;7313
6301;7;1;1;7314
6302;13;1;1;7315
6303;6;1;1;7316
6303;337;1;0;7317
6304;6;1;1;7318
6304;258;16;0;7319
6305;376;1;1;7320
6306;5;1;1;7321
6307;127;7;1;7322
6307;124;7;0;7323
6308;127;7;1;7324
6309;384;7;1;7325
6309;127;7;0;7326
6310;124;7;1;7327
6311;124;7;1;7328
6311;127;7;0;7329
6311;384;7;0;7330
6311;111;7;0;7331
6312;124;7;1;7332
6313;106;7;1;7333
6313;114;7;0;7334
6314;106;7;1;7335
6315;435;7;1;7336
6316;319;7;1;7337
6317;319;7;1;7338
6318;128;7;1;7339
6319;349;7;1;7340
6320;124;7;1;7341
6320;111;7;0;7342
6320;127;7;0;7343
6320;384;7;0;7344
6321;435;7;1;7345
6322;435;7;1;7346
6323;128;7;1;7347
6323;136;9;0;7348
6324;435;7;1;7349
6325;435;7;1;7350
6327;437;1;1;7351
6328;95;6;0;7352
6328;400;1;1;7353
6329;399;1;1;7354
6330;7;1;1;7355
6331;8;1;1;7356
6332;9;1;1;7357
6332;327;20;0;7358
6333;13;1;1;7359
6334;14;1;1;7360
6335;375;1;1;7361
6336;21;1;1;7362
6337;377;1;1;7363
6337;3;1;0;7364
6338;23;1;1;7365
6338;348;1;0;7366
6339;23;1;1;7367
6340;399;1;1;7368
6341;9;1;1;7369
6342;21;1;1;7370
6343;377;1;1;7371
6344;17;1;1;7372
6345;377;1;1;7373
6346;14;1;1;7374
6347;371;1;1;7375
6347;348;1;0;7376
6348;371;1;1;7377
6349;95;6;1;7378
6350;21;1;1;7379
6351;377;1;1;7380
6352;14;1;1;7381
6353;337;1;1;7382
6354;466;4;1;7383
6355;377;1;1;7384
6356;14;1;1;7385
6357;460;4;1;7386
6358;461;4;1;7387
6359;75;4;1;7388
6360;73;4;1;7389
6361;466;4;1;7390
6362;466;4;1;7391
6363;466;4;1;7392
6364;466;4;1;7393
6365;75;4;1;7394
6366;420;4;1;7395
6367;75;4;1;7396
6194;466;4;1;7397
6368;151;8;1;7398
6368;171;8;0;7399
6369;141;8;1;7400
6370;141;8;1;7401
6371;171;8;1;7402
6372;274;17;1;7403
6372;437;1;0;7404
6373;268;17;1;7405
6374;385;17;1;7406
6375;372;17;1;7407
6376;385;17;1;7408
6377;318;15;1;7409
6377;435;7;0;7410
6378;178;10;1;7411
6379;213;14;1;7412
6379;216;14;0;7413
6380;176;10;1;7414
6381;201;14;1;7415
6382;112;14;1;7416
6382;205;20;0;7417
6383;213;14;1;7418
6385;320;19;1;7419
6385;380;5;0;7420
6384;216;14;1;7421
6386;320;19;1;7422
6387;305;19;1;7423
6388;306;19;1;7424
6389;316;19;1;7425
6390;304;19;1;7426
6391;315;19;1;7427
6386;86;5;0;7428
6392;308;19;1;7429
6393;467;19;1;7430
6249;135;9;1;7431
6151;171;8;1;7432
6070;459;3;1;7433
6394;468;15;1;7434
6395;468;15;1;7435
6396;468;15;1;7436
6397;468;15;1;7437
6398;468;15;1;7438
6399;468;15;1;7439
6400;468;15;1;7440
6401;468;15;1;7441
6402;468;15;1;7442
6403;468;15;1;7443
6404;296;18;1;7444
6405;293;18;1;7445
6406;293;18;1;7446
6406;295;18;0;7447
6406;292;18;0;7448
6407;295;18;1;7449
6408;293;18;1;7450
6409;293;18;1;7451
6410;293;18;1;7452
6411;293;18;1;7453
6412;293;18;1;7454
6413;296;18;1;7455
6414;298;18;1;7456
6415;291;18;1;7457
6416;178;10;1;7458
6417;176;10;1;7459
6418;176;10;1;7460
6419;176;10;1;7461
6420;176;10;1;7462
6421;176;10;1;7463
6422;176;10;1;7464
6423;176;10;1;7465
6424;176;10;1;7466
6425;176;10;1;7467
6426;176;10;1;7468
6427;176;10;1;7469
6428;177;10;1;7470
6429;180;10;1;7471
6430;180;10;1;7472
6431;176;10;1;7473
6432;176;10;1;7474
6433;176;10;1;7475
6434;176;10;1;7476
6435;176;10;1;7477
6436;176;10;1;7478
6437;400;1;1;7479
6438;9;1;1;7480
6439;443;16;1;7481
6440;79;5;1;7482
6441;58;3;1;7483
6442;61;3;1;7484
4813;396;3;1;7485
6465;80;5;1;7486
6466;350;5;1;7487
6467;350;5;1;7488
6468;86;5;1;7489
6469;86;5;1;7490
6470;79;5;1;7491
6471;80;5;1;7492
6472;80;5;1;7493
6473;80;5;1;7494
6474;186;5;1;7495
6475;80;5;1;7496
6476;80;5;1;7497
6477;346;5;1;7498
6478;86;5;1;7499
6479;198;5;1;7500
6480;198;5;1;7501
6481;198;5;1;7502
6482;198;5;1;7503
6483;198;5;1;7504
6484;198;5;1;7505
6485;130;9;1;7506
6486;80;5;1;7507
6488;155;8;1;7508
6489;323;20;1;7509
6489;322;16;0;7510
6489;318;15;0;7511
6489;415;16;0;7512
6490;350;5;1;7513
6293;6;1;0;7514
6492;346;5;1;7515
6493;346;5;1;7516
6494;346;5;1;7517
6495;346;5;1;7518
6496;346;5;1;7519
6497;79;5;1;7520
6498;194;5;1;7521
6499;350;5;1;7522
6500;79;5;1;7523
6501;186;5;1;7524
6502;85;5;1;7525
6503;346;5;1;7526
6504;346;5;1;7527
6505;79;5;1;7528
6506;85;5;1;7529
6507;318;15;1;7530
6508;318;15;1;7531
6509;279;15;1;7532
6510;29;2;1;7533
6510;38;2;0;7534
6511;198;5;1;7535
6512;415;16;1;7536
6513;151;8;1;7537
6513;146;8;0;7538
6514;279;15;1;7539
6516;288;15;1;7540
6515;195;5;1;7541
6517;284;15;0;7542
6517;318;15;1;7543
6518;250;16;1;7544
6519;251;16;1;7545
6520;430;15;1;7546
6521;282;15;1;7547
6522;280;15;1;7548
6523;252;16;1;7549
6523;284;15;0;7550
6523;430;15;0;7551
6524;195;5;1;7552
6525;282;15;1;7553
6526;285;15;1;7554
6527;178;10;1;7555
6528;76;4;1;7556
6529;260;16;1;7557
6530;262;16;1;7558
6531;286;15;1;7559
6532;454;14;1;7560
6533;221;16;1;7561
6534;347;2;1;7562
6535;347;2;1;7563
6536;347;2;1;7564
6537;259;16;1;7565
6538;259;16;1;7566
6539;259;16;1;7567
6540;259;16;1;7568
6541;259;16;1;7569
6542;259;16;1;7570
6543;259;16;1;7571
6544;259;16;1;7572
6545;259;16;1;7573
6546;259;16;1;7574
6547;259;16;1;7575
6548;322;16;1;7576
6548;259;16;0;7577
6549;259;16;1;7578
6550;322;16;1;7579
6550;259;16;0;7580
6551;259;16;1;7581
6552;259;16;1;7582
6553;259;16;1;7583
6554;259;16;1;7584
6555;259;16;1;7585
6556;259;16;1;7586
6557;259;16;1;7587
6558;259;16;1;7588
6559;259;16;1;7589
6560;259;16;1;7590
6561;259;16;1;7591
6562;130;9;1;7592
6563;3;1;1;7593
6564;5;1;1;7594
6565;400;1;1;7595
6566;6;1;1;7596
6567;7;1;1;7597
6568;438;4;1;7598
6569;420;4;1;7599
6570;398;1;1;7600
6571;14;1;1;7601
6572;274;17;1;7602
6573;375;1;1;7603
6574;371;1;1;7604
6575;21;1;1;7605
6576;337;1;1;7606
6577;377;1;1;7607
6578;23;1;1;7608
6579;138;9;1;7609
6580;461;4;1;7610
6581;73;4;1;7611
6582;74;4;1;7612
6583;366;1;1;7613
6584;330;4;1;7614
6585;336;4;1;7615
6586;92;6;1;7616
6587;264;17;1;7617
6588;321;6;1;7618
6589;79;5;1;7619
6590;194;5;1;7620
6591;80;5;1;7621
6592;187;11;1;7622
6593;191;11;1;7623
6594;380;5;1;7624
6595;102;6;1;7625
6596;320;19;1;7626
6597;279;15;1;7627
6598;129;9;1;7628
6599;251;16;1;7629
6600;364;16;1;7630
6601;252;16;1;7631
6602;282;15;1;7632
6603;8;1;1;7633
6604;135;9;1;7634
6605;285;15;1;7635
6606;387;16;1;7636
6607;258;16;1;7637
6608;322;16;1;7638
6609;312;19;1;7639
6610;260;16;1;7640
6611;261;16;1;7641
6612;262;16;1;7642
6613;468;15;1;7643
6614;373;19;1;7644
6615;414;16;1;7645
6616;246;5;1;7646
6617;221;16;1;7647
6618;106;7;1;7648
6619;65;13;1;7649
6620;111;7;1;7650
6621;132;9;1;7651
6622;118;14;1;7652
6623;435;7;1;7653
6624;315;19;1;7654
6625;124;7;1;7655
6626;384;7;1;7656
6627;127;7;1;7657
6628;319;7;1;7658
6629;431;11;1;7659
6630;265;17;1;7660
6631;267;17;1;7661
6632;268;17;1;7662
6633;340;5;1;7663
6634;269;17;1;7664
6635;272;17;1;7665
6636;271;17;1;7666
6637;241;13;1;7667
6638;276;17;1;7668
6639;278;17;1;7669
6640;479;11;1;7670
6641;193;11;1;7671
6642;224;13;1;7672
6643;229;13;1;7673
6644;230;13;1;7674
6645;290;13;1;7675
6646;235;13;1;7676
6647;344;13;1;7677
6648;343;6;1;7678
6649;298;18;1;7679
6650;105;7;1;7680
6651;105;7;1;7681
6652;305;19;1;7682
6653;395;3;1;7683
6654;222;3;1;7684
6655;405;7;1;7685
6656;308;19;1;7686
6657;47;3;1;7687
6658;48;3;1;7688
6659;50;3;1;7689
6660;51;3;1;7690
6661;467;19;1;7691
6662;52;3;1;7692
6663;56;3;1;7693
6664;123;3;1;7694
6665;58;3;1;7695
6666;75;4;1;7696
6667;61;3;1;7697
6668;404;3;1;7698
6669;42;2;1;7699
6670;299;18;1;7700
6671;411;3;1;7701
6672;28;2;1;7702
6673;29;2;1;7703
6675;31;2;1;7704
6676;291;18;1;7705
6677;292;18;1;7706
6678;136;9;1;7707
6679;293;18;1;7708
6680;295;18;1;7709
6681;296;18;1;7710
6682;38;2;1;7711
6683;339;2;1;7712
6684;178;10;1;7713
6685;143;8;1;7714
6686;201;14;1;7715
6687;146;8;1;7716
6688;149;8;1;7717
6689;397;8;1;7718
6690;117;14;1;7719
6691;150;8;1;7720
6692;151;8;1;7721
6693;158;8;1;7722
6694;161;8;1;7723
6695;430;15;1;7724
6696;107;14;1;7725
6697;450;14;1;7726
6698;280;15;1;7727
6699;32;2;1;7728
6700;195;5;1;7729
6701;163;8;1;7730
6702;17;1;1;7731
6703;286;15;1;7732
6704;454;14;1;7733
6705;318;15;1;7734
6706;478;7;1;7735
6707;433;19;1;7736
6708;482;14;1;7737
6631;407;17;0;7738
6618;477;7;0;7739
6596;86;19;0;7740
6572;399;1;0;7741
6578;13;1;0;7742
6688;428;8;0;7743
6687;154;8;0;7744
6685;356;8;0;7745
6691;426;8;0;7746
6678;464;9;0;7747
6701;424;8;0;7748
6689;153;8;0;7749
6694;142;8;0;7750
6693;157;8;0;7751
6692;171;8;0;7752
6641;403;11;0;7753
6709;258;16;1;7754
6710;258;16;1;7755
6711;258;16;1;7756
6711;91;5;0;7757
6712;258;16;1;7758
6713;258;16;1;7759
6714;258;16;1;7760
6715;258;16;1;7761
6716;258;16;1;7762
6717;258;16;1;7763
6718;262;16;1;7764
6719;262;16;1;7765
6720;262;16;1;7766
6721;262;16;1;7767
6722;262;16;1;7768
6723;262;16;1;7769
6724;262;16;1;7770
6725;262;16;1;7771
6726;262;16;1;7772
6727;262;16;1;7773
6728;262;16;1;7774
6729;262;16;1;7775
6730;262;16;1;7776
6731;262;16;1;7777
6732;262;16;1;7778
6733;262;16;1;7779
6734;262;16;1;7780
6735;262;16;1;7781
6736;262;16;1;7782
6737;262;16;1;7783
5636;259;16;0;7784
5636;262;16;0;7785
6738;261;16;1;7786
6739;261;16;1;7787
6740;261;16;1;7788
6741;261;16;1;7789
6742;261;16;1;7790
6743;261;16;1;7791
6744;261;16;1;7792
6745;261;16;1;7793
6746;261;16;1;7794
6747;261;16;1;7795
6748;261;16;1;7796
6749;261;16;1;7797
6750;261;16;1;7798
6751;261;16;1;7799
6752;261;16;1;7800
6753;250;16;1;7801
6753;261;16;0;7802
6754;261;16;1;7803
6755;48;3;1;7804
6756;48;3;1;7805
6757;48;3;1;7806
6758;48;3;1;7807
6759;48;3;1;7808
6760;48;3;1;7809
6761;48;3;1;7810
6762;48;3;1;7811
6763;48;3;1;7812
6764;48;3;1;7813
6765;48;3;1;7814
6766;48;3;1;7815
6767;48;3;1;7816
6768;48;3;1;7817
6769;48;3;1;7818
6770;48;3;1;7819
6771;48;3;1;7820
6772;48;3;1;7821
6773;48;3;1;7822
6774;48;3;1;7823
6775;48;3;1;7824
6776;48;3;1;7825
6777;48;3;1;7826
6778;48;3;1;7827
6779;48;3;1;7828
6780;48;3;1;7829
6781;193;11;1;7830
6782;184;11;1;7831
6782;121;11;0;7832
6783;282;15;1;7833
6783;285;15;0;7834
6784;124;7;1;7835
6784;384;7;0;7836
6785;127;7;1;7837
6785;124;7;0;7838
6786;318;15;1;7839
6787;241;13;1;7840
6788;241;13;1;7841
6789;337;1;1;7842
6790;318;15;1;7843
6790;328;21;0;7844
6791;174;10;1;7845
6792;234;13;1;7846
6793;178;10;1;7847
6794;307;19;1;7848
6795;377;1;1;7849
6796;92;6;1;7850
6797;358;6;1;7851
6798;131;9;1;7852
6799;78;5;1;7853
6800;431;11;1;7854
6801;321;6;1;7855
6802;184;11;1;7856
6803;184;11;1;7857
6804;406;17;1;7858
6805;96;6;1;7859
6806;271;17;1;7860
6807;121;11;1;7861
6808;325;17;1;7862
6809;407;17;1;7863
6810;191;11;1;7864
6811;191;11;1;7865
6812;273;17;1;7866
6813;191;11;1;7867
6814;403;11;1;7868
6814;193;11;0;7869
6815;389;6;1;7870
6816;102;6;1;7871
6817;278;17;1;7872
6818;91;5;1;7873
6819;479;11;1;7874
6820;323;20;1;7875
6820;74;4;0;7876
6821;323;20;1;7877
6822;323;20;1;7878
6823;323;20;1;7879
6823;74;4;0;7880
6824;323;20;1;7881
6824;74;4;0;7882
6825;323;20;1;7883
6825;74;4;0;7884
6826;323;20;1;7885
6827;323;20;1;7886
6827;259;16;0;7887
6828;323;20;1;7888
6829;323;20;1;7889
6829;1;1;0;7890
6830;323;20;1;7891
6830;1;1;0;7892
6830;326;20;0;7893
6831;157;8;1;7894
6831;161;8;0;7895
6832;161;8;1;7896
6832;157;8;0;7897
6833;425;8;1;7898
6834;141;8;1;7899
6835;372;17;1;7900
6836;147;8;1;7901
6837;151;8;1;7902
6837;171;8;0;7903
6838;158;8;1;7904
6838;147;8;0;7905
6839;167;8;1;7906
6840;157;8;1;7907
6840;161;8;0;7908
6841;161;8;1;7909
6841;157;8;0;7910
6842;142;8;0;7911
6842;155;8;1;7912
6839;356;8;0;7913
6845;321;6;1;7914
6847;321;6;1;7915
6848;318;15;1;7916
6848;435;7;0;7917
6849;318;15;1;7918
6850;318;15;1;7919
6851;264;17;0;7920
6851;184;11;0;7921
6851;265;17;0;7922
6851;267;17;0;7923
6851;269;17;0;7924
6851;271;17;0;7925
6851;278;17;1;7926
6851;193;11;0;7927
6852;124;7;1;7928
6853;384;7;1;7929
6854;124;7;1;7930
6854;272;17;0;7931
6855;435;7;1;7932
6856;320;19;1;7933
6857;111;7;1;7934
6858;127;7;1;7935
6859;124;7;1;7936
6860;111;7;1;7937
6861;106;7;1;7938
6862;405;7;1;7939
6863;405;7;1;7940
6844;92;6;1;7941
6843;111;7;1;7942
6864;124;7;1;7943
6864;272;17;0;7944
6865;435;7;1;7945
6866;147;8;1;7946
6867;147;8;1;7947
6869;372;17;1;7948
6870;372;17;1;7949
6871;129;9;1;7950
6872;130;9;1;7951
6873;131;9;0;7952
6873;246;5;1;7953
6874;131;9;1;7954
6875;136;9;1;7956
6875;131;9;0;7957
6875;130;9;0;7958
6875;37;9;0;7959
6876;415;16;1;7960
6877;260;16;1;7961
6878;364;16;1;7962
6879;415;16;1;7963
6880;262;16;1;7964
6881;260;16;1;7965
6882;465;16;1;7966
6883;258;16;1;7967
6884;414;16;1;7968
6885;446;16;1;7969
6886;251;16;1;7970
6887;260;16;1;7971
6888;410;16;1;7972
6889;410;16;1;7973
6890;410;16;1;7974
6891;410;16;1;7975
6892;387;16;1;7976
6893;387;16;1;7977
6894;387;16;1;7978
6895;387;16;1;7979
6896;387;16;1;7980
6897;387;16;1;7981
6898;387;16;1;7982
6899;387;16;1;7983
6900;415;16;1;7984
6901;260;16;1;7985
6616;131;9;0;7986
6902;257;16;1;7987
6903;410;16;1;7988
6904;410;16;1;7989
6905;410;16;1;7990
6906;410;16;1;7991
6907;260;16;1;7992
6908;260;16;1;7993
6909;414;16;1;7994
6910;364;16;1;7995
6911;465;16;1;7996
6912;260;16;1;7997
6913;415;16;1;7998
6914;261;16;1;7999
6915;258;16;0;8000
6916;257;16;1;8001
6918;387;16;1;8002
6919;260;16;1;8003
6920;131;9;1;8004
6921;387;16;1;8005
6922;415;16;1;8006
6923;415;16;1;8007
6925;135;9;1;8008
6925;138;9;0;8009
6924;415;16;1;8010
6926;136;9;1;8011
6927;446;16;1;8012
6928;257;16;1;8013
6929;262;16;1;8014
6930;221;16;1;8015
6931;260;16;1;8016
6932;261;16;1;8017
6933;312;19;1;8018
6934;252;16;1;8019
6851;364;16;0;8020
6935;404;3;1;8021
6936;404;3;1;8022
6937;52;3;1;8023
6938;411;3;1;8024
6939;331;3;1;8025
6940;412;3;1;8026
6941;395;3;1;8027
6942;395;3;1;8028
6943;395;3;1;8029
6944;395;3;1;8030
6945;51;3;1;8031
6946;459;3;1;8032
6299;447;19;0;8033
6947;459;3;1;8034
6948;395;3;1;8035
6949;320;19;1;8036
6950;395;3;1;8037
6949;380;5;0;8038
6951;395;3;1;8039
6952;58;3;1;8040
6953;413;3;1;8041
6955;58;3;1;8042
6954;86;19;1;8043
6957;86;5;1;8044
6956;404;3;1;8045
6958;47;3;1;8046
6959;331;3;1;8047
6961;447;19;1;8048
6960;411;3;1;8049
6962;331;3;1;8050
6963;48;3;1;8051
6964;459;3;1;8052
6965;459;3;1;8053
6966;61;3;1;8054
6967;413;3;1;8055
6968;413;3;1;8056
6969;447;19;1;8057
6970;438;4;0;8058
6970;366;1;1;8059
6971;484;4;1;8060
6972;75;4;1;8061
6973;75;4;1;8062
6974;461;4;1;8063
6974;484;4;0;8064
6975;438;4;1;8065
6976;460;4;1;8066
6977;434;19;1;8067
6978;75;4;1;8068
6979;438;4;1;8069
6980;466;4;1;8070
6981;330;4;1;8071
6982;74;4;1;8072
6983;460;4;1;8073
6984;75;4;1;8074
6985;438;4;1;8075
6986;420;4;1;8076
6987;359;4;1;8077
6988;403;11;1;8078
6988;193;11;0;8079
6989;184;11;1;8080
6990;184;11;1;8081
6991;121;11;1;8082
6992;471;19;1;8083
6993;373;19;1;8084
6994;301;19;1;8085
6995;409;19;1;8086
6996;485;19;1;8087
6997;467;19;1;8088
6998;447;19;1;8089
6999;434;19;1;8090
7000;433;19;1;8091
7001;310;19;1;8092
7002;310;19;1;8093
7003;310;19;1;8094
7005;298;18;1;8095
7006;298;18;1;8096
7007;293;18;1;8097
7008;295;18;1;8098
7009;298;18;1;8099
7010;298;18;1;8100
7011;293;18;1;8101
7012;295;18;1;8102
7013;295;18;1;8103
7014;295;18;1;8104
7015;293;18;1;8105
7016;293;18;1;8106
7017;293;18;1;8107
7018;293;18;1;8108
7019;293;18;1;8109
7020;293;18;1;8110
7021;298;18;1;8111
7022;293;18;1;8112
7023;298;18;1;8113
7024;288;15;1;8114
7025;288;15;1;8115
7026;288;15;1;8116
7027;288;15;1;8117
7028;468;15;1;8118
7029;268;17;1;8119
7030;267;17;1;8120
6852;272;17;0;8121
7031;387;16;1;8122
7032;3;1;1;8123
7033;205;20;1;8124
7034;17;1;1;8125
7035;337;1;1;8126
7036;96;6;1;8127
7037;319;7;1;8128
7038;105;7;1;8129
7039;105;7;1;8130
7040;322;16;1;8131
7041;52;3;1;8132
7042;417;3;1;8133
7043;404;3;1;8134
7044;225;13;1;8135
7045;32;2;1;8136
7046;290;13;1;8137
7047;235;13;1;8138
7048;241;13;1;8139
7049;178;10;1;8140
7050;246;5;1;8141
7051;105;7;1;8142
7052;29;2;1;8143
7053;38;2;1;8144
7053;339;2;0;8145
7054;32;2;1;8146
7055;29;2;1;8147
7056;32;2;1;8148
7057;29;2;1;8149
7058;38;2;1;8150
7059;38;2;1;8151
7060;339;2;1;8152
7061;339;2;1;8153
7062;408;13;1;8154
7063;234;13;1;8155
7063;227;13;0;8156
7063;225;13;0;8157
7065;232;13;1;8158
7066;225;13;1;8159
7067;225;13;1;8160
7067;234;13;0;8161
7068;241;13;1;8162
7069;23;1;0;8163
7069;5;1;1;8164
7070;13;1;1;8165
7072;377;1;1;8166
7073;23;1;1;8167
7073;348;1;0;8168
7074;176;10;1;8169
7075;180;10;1;8170
7076;13;1;1;8171
7077;399;1;1;8172
7078;350;5;1;8173
7079;346;5;1;8174
7080;194;5;1;8175
7081;91;5;1;8176
7082;78;5;1;8177
7083;78;5;1;8178
7084;380;5;1;8179
7085;80;5;1;8180
7086;80;5;1;8181
7087;176;10;1;8182
7088;176;10;1;8183
7089;180;10;1;8184
7090;176;10;1;8185
7091;178;10;1;8186
7092;178;10;1;8187
7093;176;10;1;8188
7094;241;13;1;8189
7095;241;13;1;8190
7096;241;13;1;8191
7097;242;13;1;8192
7098;65;13;1;8193
7099;347;2;1;8194
7100;234;13;1;8195
7100;447;19;0;8196
7100;222;3;0;8197
7100;302;19;0;8198
7100;225;13;0;8199
7100;65;13;0;8200
7100;227;13;0;8201
7100;5;1;0;8202
7100;51;3;0;8203
7100;6;1;0;8204
7100;269;17;0;8205
7100;238;13;0;8206
7100;240;13;0;8207
7100;241;13;0;8208
7100;123;3;0;8209
7100;124;7;0;8210
7100;259;16;0;8211
7100;260;16;0;8212
7100;243;13;0;8213
7100;23;1;0;8214
7101;318;15;1;8215
7102;264;17;1;8216
7103;395;3;1;8217
7104;222;3;1;8218
7105;131;9;1;8219
7106;78;5;1;8220
7107;79;5;1;8221
7108;29;2;1;8222
7109;5;1;1;8223
7109;23;1;0;8224
7110;31;2;1;8225
7111;441;15;1;8226
7112;268;17;1;8227
7113;281;15;1;8228
7114;290;13;1;8229
7114;270;22;0;8230
7115;35;2;1;8231
7116;467;19;1;8232
7116;320;19;0;8233
7117;235;13;1;8234
7118;458;22;1;8235
7119;151;8;1;8236
7119;154;8;0;8237
7120;136;9;1;8238
7120;464;9;0;8239
7121;293;18;1;8240
7122;86;19;1;8241
7123;339;2;1;8242
7124;295;18;1;8243
7125;296;18;1;8244
7126;241;13;1;8245
7127;407;17;1;8246
7128;178;10;1;8247
7129;123;3;1;8248
7129;331;3;0;8249
7130;483;16;1;8250
7131;124;7;1;8251
7131;272;17;0;8252
7132;322;16;1;8253
7133;330;4;1;8254
7134;307;19;1;8255
7135;243;13;1;8256
7136;336;4;1;8257
7137;403;11;1;8258
7137;193;11;0;8259
7138;244;13;1;8260
7138;299;18;0;8261
7139;127;7;1;8262
7140;182;10;1;8263
7141;276;17;1;8264
7142;395;3;1;8265
7143;222;3;1;8266
7144;331;3;1;8267
7145;47;3;1;8268
7146;48;3;1;8269
7147;50;3;1;8270
7148;51;3;1;8271
7149;52;3;1;8272
7150;52;3;1;8273
7151;56;3;1;8274
7152;123;3;1;8275
7153;58;3;1;8276
7154;61;3;1;8277
7155;417;3;1;8278
7156;404;3;1;8279
7157;411;3;1;8280
6915;6;1;1;8281
7158;146;8;1;8282
7159;146;8;1;8283
7081;258;16;0;8284
7081;274;17;0;8285
7160;323;20;1;8286
7161;323;20;1;8287
7162;323;20;1;8288
7162;74;4;0;8289
7163;323;20;1;8290
7163;74;4;0;8291
7164;323;20;1;8292
7165;323;20;1;8293
7166;323;20;1;8294
7167;323;20;1;8295
7167;29;2;0;8296
7168;323;20;1;8297
7169;465;16;1;8298
7169;387;16;0;8299
7169;487;16;0;8300
7170;5;1;1;8301
7170;23;1;0;8302
7170;6;1;0;8303
6916;443;16;0;8304
7171;38;2;1;8305
7172;29;2;1;8306
7173;14;1;1;8307
7174;9;1;1;8308
7175;399;1;1;8309
7176;398;1;1;8310
7177;14;1;1;8311
7178;9;1;1;8312
7179;5;1;1;8313
7179;23;1;0;8314
7179;6;1;0;8315
7179;399;1;0;8316
7179;7;1;0;8317
7179;377;1;0;8318
7179;14;1;0;8319
7179;9;1;0;8320
7179;348;1;0;8321
7180;23;1;1;8322
7180;5;1;0;8323
7181;23;1;0;8324
7181;5;1;1;8325
7182;14;1;1;8326
7183;23;1;0;8327
7183;5;1;1;8328
7184;7;1;1;8329
7185;17;1;1;8330
7185;21;1;0;8331
7186;337;1;1;8332
7187;249;19;1;8333
7188;250;16;1;8334
7188;285;15;0;8335
7189;286;15;1;8336
7190;280;15;1;8337
7191;282;15;1;8338
7192;283;15;1;8339
7193;285;15;1;8340
7194;372;17;1;8341
7195;322;16;1;8342
7196;479;11;1;8343
7197;78;5;1;8344
7198;222;3;1;8345
7199;331;3;1;8346
7200;48;3;1;8347
7201;56;3;1;8348
7202;58;3;1;8349
7203;74;4;1;8350
7203;460;4;0;8351
7204;404;3;1;8352
7205;225;13;1;8353
7206;229;13;1;8354
7207;232;13;1;8355
7208;32;2;1;8356
7209;291;18;1;8357
7210;241;13;1;8358
7211;178;10;1;8359
7212;105;7;1;8360
7213;123;3;1;8361
7214;123;3;0;8362
7214;5;1;1;8363
7214;23;1;0;8364
7215;123;3;1;8365
7216;47;3;1;8366
7217;404;3;1;8367
7218;404;3;1;8368
7219;56;3;1;8369
7220;395;3;1;8370
7221;413;3;1;8371
7222;413;3;1;8372
7223;411;3;1;8373
7224;404;3;1;8374
7225;404;3;1;8375
7226;404;3;1;8376
7227;61;3;1;8377
7228;48;3;1;8378
7229;222;3;1;8379
7230;331;3;1;8380
7231;395;3;1;8381
7232;61;3;1;8382
7233;61;3;1;8383
7234;52;3;1;8384
7235;56;3;1;8385
7236;411;3;1;8386
7237;413;3;1;8387
7238;75;4;1;8388
7239;69;4;1;8389
7180;399;1;0;8390
7240;69;4;1;8391
7241;69;4;1;8392
7242;77;4;1;8393
7243;77;4;1;8394
7244;69;4;1;8395
7245;69;4;1;8396
7246;75;4;1;8397
7247;75;4;1;8398
7248;438;4;1;8399
7249;75;4;1;8400
7250;460;4;1;8401
7251;465;16;1;8402
7252;261;16;1;8403
7253;483;16;1;8404
7254;483;16;1;8405
7255;260;16;1;8406
7255;410;16;0;8407
7256;260;16;1;8408
7257;260;16;1;8409
7258;257;16;1;8410
7259;257;16;1;8411
7260;410;16;1;8412
7261;387;16;1;8413
7262;252;16;1;8414
7262;312;19;0;8415
7263;251;16;1;8416
7264;446;16;1;8417
7265;378;18;1;8418
7266;296;18;1;8419
7267;293;18;1;8420
7268;298;18;1;8421
7269;298;18;1;8422
7270;489;16;1;8423
7271;488;16;1;8424
7272;488;16;1;8425
7273;488;16;1;8426
7274;488;16;1;8427
7275;488;16;1;8428
7276;131;9;1;8429
7277;136;9;1;8430
7278;135;9;1;8431
7278;138;9;0;8432
7280;116;9;1;8433
7281;136;9;1;8434
7282;3;1;0;8435
7283;3;1;0;8436
7283;366;1;1;8437
7282;366;1;1;8438
7284;191;11;1;8439
7285;431;11;1;8440
7286;52;3;1;8441
7287;48;3;1;8442
7288;107;14;1;8443
7289;482;14;1;8444
7290;350;5;1;8445
7291;112;14;1;8446
7292;205;20;1;8447
7293;118;14;1;8448
7294;219;14;1;8449
7295;216;14;1;8450
7296;391;14;1;8451
7297;120;7;1;8452
7298;112;14;1;8453
7299;201;14;1;8454
