publication;author;department;isauthor;code
2851;318;20;1;3258
2852;318;20;1;3259
2853;318;20;1;3260
2854;318;20;1;3261
2855;318;20;1;3262
2856;318;20;1;3263
2857;318;20;1;3264
2857;288;15;0;3265
2858;318;20;1;3266
2858;288;15;0;3267
2859;318;20;1;3268
2860;318;20;1;3269
2861;318;20;1;3270
2861;288;15;0;3271
2861;224;13;0;3272
2862;318;20;1;3273
2863;318;20;1;3274
2863;288;15;0;3275
2864;318;20;1;3276
2864;288;15;0;3277
2865;318;20;1;3278
2865;288;15;0;3279
2866;318;20;1;3280
2867;318;20;1;3281
2868;318;20;1;3282
2868;288;15;0;3283
2869;318;20;1;3284
2869;288;15;0;3285
2870;318;20;1;3286
2870;288;15;0;3287
2871;318;20;1;3288
2872;318;20;1;3289
2873;318;20;1;3290
2873;288;15;0;3291
2874;318;20;0;3292
2874;323;20;1;3293
2874;119;7;0;3294
2875;318;20;1;3295
2876;318;20;1;3296
2877;281;15;0;3297
2877;318;20;1;3298
2878;318;20;1;3299
2878;288;15;0;3300
2878;224;13;0;3301
2879;318;20;1;3302
2879;288;15;0;3303
2880;318;20;1;3304
2881;318;20;1;3305
2882;318;20;1;3306
2883;318;20;1;3307
2883;108;7;0;3308
2884;318;20;1;3309
2884;108;7;0;3310
2885;318;20;1;3311
2885;284;15;0;3312
2886;318;20;1;3313
2886;108;7;0;3314
2887;318;20;1;3315
2887;108;7;0;3316
2888;318;20;1;3317
2888;108;7;0;3318
2889;318;20;1;3319
2889;108;7;0;3320
2890;318;20;1;3321
2890;108;7;0;3322
1421;131;9;0;3323
2891;18;1;1;3324
2892;185;11;1;3325
2893;277;17;1;3326
2894;318;20;1;3327
2894;107;7;0;3328
2894;108;7;0;3329
2894;125;7;0;3330
2895;318;20;1;3331
2895;107;7;0;3332
2895;108;7;0;3333
2895;125;7;0;3334
2896;107;7;1;3335
2896;113;7;0;3336
2896;117;7;0;3337
2897;79;5;1;3338
2898;176;10;1;3339
2899;172;10;1;3340
2900;290;18;1;3341
2901;82;5;0;3342
2901;327;20;0;3343
2901;136;9;0;3344
2901;84;5;0;3345
2901;87;5;1;3346
2901;191;11;0;3347
2901;88;5;0;3348
2901;89;5;0;3349
2902;191;11;1;3350
2903;184;11;1;3351
2904;268;17;1;3352
2904;278;17;0;3353
2905;285;15;1;3354
2906;252;16;1;3355
2906;257;16;0;3356
2907;274;17;1;3357
2908;322;20;1;3358
2909;193;11;1;3359
2910;6;1;1;3360
2911;11;1;1;3361
2911;17;1;0;3362
2912;56;3;1;3363
2914;92;6;0;3364
2914;96;6;1;3365
2915;83;5;1;3366
2916;72;4;1;3367
2917;316;19;1;3368
2918;102;6;0;3369
2918;96;6;1;3370
2913;199;12;1;3371
2919;195;12;1;3372
2920;177;10;1;3373
2921;178;10;1;3374
2922;324;20;1;3375
2923;182;10;1;3376
2924;183;10;1;3377
2925;291;18;1;3378
2926;241;13;1;3379
2927;105;7;1;3380
2928;302;19;1;3381
2929;308;19;1;3382
2930;80;5;1;3383
2931;50;3;1;3384
2932;315;19;1;3385
2933;124;7;1;3386
2934;61;3;1;3387
2935;316;19;1;3388
2936;309;19;1;3389
2937;261;16;1;3390
2938;89;5;1;3391
2939;64;3;1;3392
2940;52;3;1;3393
2941;87;5;1;3394
2941;81;5;0;3395
2942;81;5;1;3396
2943;225;13;1;3397
2943;230;13;0;3398
2943;232;13;0;3399
2943;235;13;0;3400
2943;242;13;0;3401
2943;243;13;0;3402
2943;247;13;0;3403
2944;289;18;1;3404
2945;293;18;1;3405
2946;184;11;1;3406
2946;271;17;0;3407
2947;257;16;1;3408
2948;65;4;1;3409
2949;129;9;1;3410
2950;313;19;1;3411
2951;237;13;1;3412
2953;260;16;1;3413
2954;6;1;1;3414
2954;52;3;0;3415
2954;5;1;0;3416
2954;102;6;0;3417
2954;81;5;0;3418
2954;123;3;0;3419
2954;106;7;0;3420
2955;235;13;1;3421
2956;83;5;1;3422
2957;338;1;1;3423
2958;338;1;1;3424
2959;338;1;1;3425
2960;338;1;1;3426
2961;338;1;1;3427
2962;338;1;1;3428
2963;338;1;1;3429
2952;7;1;1;3430
2964;14;1;1;3431
2965;14;1;1;3432
2966;3;1;1;3433
2967;11;1;1;3434
2967;7;1;0;3435
2967;9;1;0;3436
2967;14;1;0;3437
2967;21;1;0;3438
2968;17;1;1;3439
2968;11;1;0;3440
2969;6;1;1;3441
2969;258;16;0;3442
2970;337;1;1;3443
2971;23;1;1;3444
2972;35;2;1;3445
2973;29;2;1;3446
2974;31;2;1;3447
2975;41;2;1;3448
2976;29;2;1;3449
2977;35;2;1;3450
2978;35;2;1;3451
2979;339;2;1;3452
2980;339;2;1;3453
2981;339;2;1;3454
2982;339;2;1;3455
2983;339;2;1;3456
2984;339;2;1;3457
2985;339;2;1;3458
2986;339;2;1;3459
2987;339;2;1;3460
2988;339;2;1;3461
2989;339;2;1;3462
2990;339;2;1;3463
2991;339;2;1;3464
2992;339;2;1;3465
2993;339;2;1;3466
2994;339;2;1;3467
2995;339;2;1;3468
2996;339;2;1;3469
2997;339;2;1;3470
2998;339;2;1;3471
2999;339;2;1;3472
3000;339;2;1;3473
3001;339;2;1;3474
3002;339;2;1;3475
3003;339;2;1;3476
3004;339;2;1;3477
3005;339;2;1;3478
3006;339;2;1;3479
3007;339;2;1;3480
3008;339;2;1;3481
3009;339;2;1;3482
3010;339;2;1;3483
3011;339;2;1;3484
3012;339;2;1;3485
3013;339;2;1;3486
3014;339;2;1;3487
3015;339;2;1;3488
3016;339;2;1;3489
3017;339;2;1;3490
3018;168;8;1;3491
3019;148;8;1;3492
3020;171;8;1;3493
3020;151;8;0;3494
3021;146;8;1;3495
3022;171;8;1;3496
3023;146;8;1;3497
3024;146;8;1;3498
3025;155;8;1;3499
3026;191;11;1;3500
3026;192;11;0;3501
3027;180;10;1;3502
3028;193;11;1;3503
3029;274;17;1;3504
3030;72;4;1;3505
3031;72;4;1;3506
3032;72;4;1;3507
3033;72;4;1;3508
3034;72;4;1;3509
3035;72;4;1;3510
3036;72;4;1;3511
3037;68;4;1;3512
3038;74;20;1;3513
3039;72;4;1;3514
3040;72;4;1;3515
3041;68;4;1;3516
3042;85;5;1;3517
3043;87;5;1;3518
3044;87;5;1;3519
3045;79;5;1;3520
3046;79;5;1;3521
3047;79;5;1;3522
3048;89;5;1;3523
3048;80;5;0;3524
3049;89;5;1;3525
3049;80;5;0;3526
3050;80;5;1;3527
3051;89;5;1;3528
3051;80;5;0;3529
3052;79;5;1;3530
3053;78;5;1;3531
3054;88;5;1;3532
3055;79;5;1;3533
3056;81;5;1;3534
3057;81;5;1;3535
3058;89;5;1;3536
3058;80;5;0;3537
3059;80;5;1;3538
3060;85;5;1;3539
3060;91;5;0;3540
3061;340;5;1;3541
3062;340;5;1;3542
3063;340;5;1;3543
3064;340;5;1;3544
3065;340;5;1;3545
3066;340;5;1;3546
3067;340;5;1;3547
3068;340;5;1;3548
3069;79;5;1;3549
3071;191;11;1;3550
3072;84;5;1;3551
3073;88;5;1;3552
3074;88;5;1;3553
3075;81;5;1;3554
3076;191;11;1;3555
3077;191;11;1;3556
3078;69;4;1;3557
3080;48;3;1;3558
3081;57;3;1;3559
3082;57;3;1;3560
3083;123;3;1;3561
3084;51;3;1;3562
3085;56;3;1;3563
3086;58;3;1;3564
3087;58;3;1;3565
3088;48;3;1;3566
3089;48;3;1;3567
3090;56;3;1;3568
3091;123;3;0;3569
3092;341;13;1;3570
3093;341;13;1;3571
3094;341;13;1;3572
3095;96;6;1;3573
3096;96;6;1;3574
3096;102;6;0;3575
3097;92;6;1;3576
3097;96;6;0;3577
3097;102;6;0;3578
3097;104;6;0;3579
3098;102;6;1;3580
3099;321;6;1;3581
3100;321;6;1;3582
3101;92;6;1;3583
3102;343;6;1;3584
3103;343;6;1;3585
3104;343;6;1;3586
3105;343;6;1;3587
3106;343;6;1;3588
3107;260;16;1;3589
3108;260;16;1;3590
3109;260;16;1;3591
3110;257;16;1;3592
3111;258;16;1;3593
3112;262;16;1;3594
3113;260;16;1;3595
3114;260;16;1;3596
3115;260;16;1;3597
3116;260;16;1;3598
3117;252;16;1;3599
3117;257;16;0;3600
3118;250;16;1;3601
3119;251;16;1;3602
3120;129;9;1;3603
3121;261;16;1;3604
3122;38;2;1;3605
3123;337;1;1;3606
3124;52;3;1;3607
3125;295;18;1;3608
3126;291;18;1;3609
3127;296;18;1;3610
3128;296;18;1;3611
3129;298;18;1;3612
3130;88;5;1;3613
3131;302;19;1;3614
3132;309;19;1;3615
3133;315;19;1;3616
3134;301;19;1;3617
3134;311;19;0;3618
3135;310;19;1;3619
3136;310;19;1;3620
3137;306;19;1;3621
3138;301;19;1;3622
3139;302;19;1;3623
3140;310;19;1;3624
3141;315;19;1;3625
3142;316;19;1;3626
3143;315;19;1;3627
3144;302;19;1;3628
3145;302;19;1;3629
3146;308;19;1;3630
3147;131;9;1;3631
3148;131;9;1;3632
3149;136;9;1;3633
3150;138;9;1;3634
3151;137;9;1;3635
3152;135;9;1;3636
3153;133;9;1;3637
3154;262;16;1;3638
3155;184;11;1;3639
3156;292;18;1;3640
3157;296;18;1;3641
3158;293;18;1;3642
3159;295;18;1;3643
3160;297;18;1;3644
3161;29;2;1;3645
3162;31;2;1;3646
3163;38;2;1;3647
3164;40;2;1;3648
3165;41;2;1;3649
3166;44;2;1;3650
3167;25;2;1;3651
3168;28;2;1;3652
3169;92;6;1;3653
3170;302;19;1;3654
3170;316;19;0;3655
3171;78;5;1;3656
3172;321;6;1;3657
3173;79;5;1;3658
3174;112;14;1;3659
3175;96;6;1;3660
3176;81;20;1;3661
3177;187;11;1;3662
3177;327;20;0;3663
3178;86;5;1;3664
3179;343;6;1;3665
3180;191;11;1;3666
3181;316;19;1;3667
3182;102;6;1;3668
3183;250;16;1;3669
3184;129;9;1;3670
3185;251;16;1;3671
3186;131;9;0;3672
3186;130;9;1;3673
3187;201;14;1;3674
3188;280;15;1;3675
3189;252;16;1;3676
3189;312;19;0;3677
3190;195;5;1;3678
3191;281;15;1;3679
3192;285;15;1;3680
3193;254;16;1;3681
3194;256;16;1;3682
3195;257;16;1;3683
3196;258;16;1;3684
3197;322;16;1;3685
3198;322;16;1;3686
3199;260;16;1;3687
3200;309;19;1;3688
3201;261;16;1;3689
3202;262;16;1;3690
3203;336;4;1;3691
3204;263;16;1;3692
3205;64;3;1;3693
3206;287;15;1;3694
3207;106;7;1;3695
3207;124;7;0;3696
3208;65;4;1;3697
3209;110;7;1;3698
3210;111;7;1;3699
3211;118;7;1;3700
3212;7;1;1;3701
3213;123;3;1;3702
3214;315;19;1;3703
3215;125;7;1;3704
3216;127;7;1;3705
3217;127;7;1;3706
3218;319;7;1;3707
3219;310;19;1;3708
3220;320;7;1;3709
3221;105;7;1;3710
3222;184;11;1;3711
3222;121;11;0;3712
3223;268;17;1;3713
3224;269;17;1;3714
3225;325;20;1;3715
3226;272;17;1;3716
3227;275;17;1;3717
3228;277;17;1;3718
3229;222;13;1;3719
3230;224;13;1;3720
3231;230;13;1;3721
3232;290;13;1;3722
3233;237;13;1;3723
3234;238;13;1;3724
3235;241;13;1;3725
3236;298;18;1;3726
3237;331;3;1;3727
3238;308;19;1;3728
3239;48;3;1;3729
3240;50;3;1;3730
3241;56;3;1;3731
3242;75;4;1;3732
3243;61;3;1;3733
3244;304;19;1;3734
3245;305;19;1;3735
3246;173;10;1;3736
3247;176;10;1;3737
3248;295;18;1;3738
3249;178;10;1;3739
3250;179;10;1;3740
3251;313;19;1;3741
3252;214;14;1;3742
3253;164;8;1;3743
3254;306;19;1;3744
3255;183;10;1;3745
3256;317;8;1;3746
3257;204;14;1;3747
3258;148;8;1;3748
3259;205;14;1;3749
3260;151;8;1;3750
3261;339;2;1;3751
3262;155;8;1;3752
3262;166;8;0;3753
3262;142;8;0;3754
3263;156;8;1;3755
3264;213;14;1;3756
3265;215;14;1;3757
3266;168;8;0;3758
3266;143;8;1;3759
3267;218;14;1;3760
3268;199;14;1;3761
3269;345;14;1;3762
3270;344;13;1;3763
3091;124;7;1;3764
3271;128;7;1;3765
3272;128;7;1;3766
3273;124;7;1;3767
3274;127;7;1;3768
3275;225;13;1;3769
3276;290;18;1;3770
3276;293;18;0;3771
3277;293;18;1;3772
3277;290;13;0;3773
3279;86;5;1;3774
3279;92;6;0;3775
3279;78;5;0;3776
3280;29;2;1;3777
3280;38;2;0;3778
3280;41;2;0;3779
3281;191;11;1;3780
3281;192;11;0;3781
2517;221;14;1;3782
3282;146;8;1;3783
3283;146;8;1;3784
3284;146;8;1;3785
3285;146;8;1;3786
3286;146;8;1;3787
3287;146;8;1;3788
3288;146;8;1;3789
3288;151;8;0;3790
3289;146;8;1;3791
3290;146;8;1;3792
3291;146;8;1;3793
3292;318;15;1;3794
3293;198;12;1;3795
3294;195;12;1;3796
3295;196;12;1;3797
3296;196;12;1;3798
3298;318;20;1;3799
3300;195;12;1;3800
3301;198;12;1;3801
3302;194;12;1;3802
3278;279;15;1;3803
3299;178;10;1;3804
3303;321;6;1;3805
3304;280;15;1;3806
3305;282;15;1;3807
3306;284;15;1;3808
3307;284;15;1;3809
3307;286;15;0;3810
3308;285;15;1;3811
3309;197;12;1;3812
3310;213;14;1;3813
3311;324;20;1;3814
3312;287;15;1;3815
3313;178;10;1;3816
3314;176;10;1;3817
3315;176;10;1;3818
3316;176;10;1;3819
3317;172;10;1;3820
3318;251;16;1;3821
3319;176;10;1;3822
3320;176;10;1;3823
3321;176;10;1;3824
3322;176;10;1;3825
3323;225;13;1;3826
3324;241;13;1;3827
3325;241;13;1;3828
3326;241;13;1;3829
3327;234;13;1;3830
3328;341;13;1;3831
3329;237;13;1;3832
3330;225;13;1;3833
3331;243;13;1;3834
3332;124;7;1;3835
3333;343;6;1;3836
3334;176;10;1;3837
3335;264;17;1;3838
3336;264;17;1;3839
3337;265;17;1;3840
3338;268;17;1;3841
3339;271;17;1;3842
3340;105;7;0;3843
3340;272;17;1;3844
3341;274;17;1;3845
3342;275;17;1;3846
3344;346;12;1;3847
3345;346;12;1;3848
3346;346;12;1;3849
3347;346;12;1;3850
3348;346;12;1;3851
3349;346;12;1;3852
3350;346;12;1;3853
3351;346;12;1;3854
3352;346;12;1;3855
3353;41;2;1;3856
3354;251;16;1;3857
3355;195;12;1;3858
3357;197;12;1;3859
3356;347;2;1;3860
3358;347;2;1;3861
3359;347;2;1;3862
3360;347;2;1;3863
3361;347;2;1;3864
3362;347;2;1;3865
3363;347;2;1;3866
3364;347;2;1;3867
3365;172;10;1;3868
3366;238;13;1;3869
3298;281;15;0;3870
3367;288;15;1;3871
3368;287;15;1;3872
3369;288;15;1;3873
3370;288;15;1;3874
3371;288;15;1;3875
3372;281;15;1;3876
3373;263;16;1;3877
3373;287;15;0;3878
3374;279;15;1;3879
3375;258;16;1;3880
3375;263;16;0;3881
3376;339;2;1;3882
3377;50;3;1;3883
3378;87;5;1;3884
3379;128;7;1;3885
3380;138;9;1;3886
3381;138;9;1;3887
3382;130;9;1;3888
3383;130;9;1;3889
3385;136;9;1;3890
3386;131;9;1;3891
3387;134;9;1;3892
3388;135;9;1;3893
3389;136;9;1;3894
3390;131;9;1;3895
3391;191;11;1;3896
3384;132;9;1;3897
3392;133;9;1;3898
3393;250;16;1;3899
3394;251;16;1;3900
3395;173;10;1;3901
3396;131;9;1;3902
3397;78;5;1;3903
3398;47;3;1;3904
3399;50;3;1;3905
3400;96;6;1;3906
3401;176;10;1;3907
3403;270;17;1;3908
3402;348;1;1;3909
3404;281;15;1;3910
3405;6;1;1;3911
3406;292;18;1;3912
3407;69;4;1;3913
3408;284;15;1;3914
3408;281;15;0;3915
3409;294;18;1;3916
3410;73;4;1;3917
3411;296;18;1;3918
3412;12;1;1;3919
3413;343;6;1;3920
3414;256;16;1;3921
3415;123;3;1;3922
3416;297;18;1;3923
3416;295;18;0;3924
3417;298;18;1;3925
3418;258;16;1;3926
3419;272;17;1;3927
3420;75;4;1;3928
3421;307;19;1;3929
3422;260;16;1;3930
3423;316;19;1;3931
3424;261;16;1;3932
3425;336;4;1;3933
3425;14;1;0;3934
3426;164;8;1;3935
3427;21;1;1;3936
3428;127;7;1;3937
3429;23;1;1;3938
3430;310;19;1;3939
3431;287;15;1;3940
3432;102;6;1;3941
3433;138;9;1;3942
3434;199;14;1;3943
3435;20;1;1;3944
3436;138;9;1;3945
3437;227;13;1;3946
3438;267;17;1;3947
3439;346;5;1;3948
3440;146;8;1;3949
3441;195;5;1;3950
3441;194;5;0;3951
3442;295;18;1;3952
3443;196;5;1;3953
3444;199;14;1;3954
3445;195;5;1;3955
3445;346;5;0;3956
3446;178;10;1;3957
3447;297;18;1;3958
3448;182;10;1;3959
3449;318;15;1;3960
3449;195;5;0;3961
3450;198;5;1;3962
3451;198;5;1;3963
3452;198;5;1;3964
3453;241;13;1;3965
3454;281;15;1;3966
3455;258;16;1;3967
3456;260;16;1;3968
3457;262;16;1;3969
2457;301;19;1;3970
2457;305;19;0;3971
2457;74;20;0;3972
3459;8;1;1;3973
3460;205;14;1;3974
3461;182;10;1;3975
3462;81;20;1;3976
3463;81;5;1;3977
3464;278;17;1;3978
3465;74;20;1;3979
3466;84;5;1;3980
3467;128;7;1;3981
3468;61;3;1;3982
3469;225;13;1;3983
3470;179;10;1;3984
3471;316;19;1;3985
3472;241;13;1;3986
3473;237;13;1;3987
3474;225;13;1;3988
3475;260;16;1;3989
3476;340;5;1;3990
3477;272;17;1;3991
3478;192;11;1;3992
3478;191;11;0;3993
3479;85;5;1;3994
3480;343;6;1;3995
3481;186;11;1;3996
3482;321;6;1;3997
3483;263;16;1;3998
3484;344;13;1;3999
3485;339;2;1;4000
3486;80;5;1;4001
3487;80;5;1;4002
3487;89;5;0;4003
316;372;17;0;4004
3488;372;17;1;4005
3489;372;17;1;4006
3490;366;1;1;4007
3491;366;1;1;4008
3492;366;1;1;4009
3493;361;4;1;4010
3494;370;19;1;4011
3495;6;1;1;4012
3496;17;1;1;4013
3497;17;1;1;4014
3497;21;1;0;4015
3498;23;1;1;4016
3498;13;1;0;4017
3499;136;9;1;4018
3500;118;14;1;4019
3501;86;5;1;4020
3501;320;7;0;4021
3502;302;19;1;4022
3502;309;19;0;4023
3503;51;3;1;4024
3504;52;3;1;4025
3505;270;17;1;4026
3505;290;13;0;4027
3506;366;1;1;4028
3507;193;11;0;4029
3507;184;11;1;4030
3508;280;15;1;4031
3509;195;5;1;4032
3510;285;15;1;4033
3511;258;16;1;4034
3512;322;16;1;4035
3513;193;11;1;4036
3514;225;13;1;4037
3515;230;13;1;4038
3516;232;13;1;4039
3517;244;13;1;4040
3518;246;13;1;4041
3519;29;2;1;4042
3520;176;10;1;4043
3521;176;10;1;4044
3521;164;8;0;4045
3522;178;10;1;4046
3523;324;20;1;4047
3524;88;5;1;4048
3525;3;1;1;4049
3526;5;1;1;4050
3527;6;1;1;4051
3528;13;1;1;4052
3529;14;1;1;4053
3530;21;1;1;4054
3531;337;1;1;4055
3532;23;1;1;4056
3533;138;9;1;4057
3534;361;4;1;4058
3535;66;4;1;4059
3536;69;4;1;4060
3537;73;4;1;4061
3538;74;4;1;4062
3539;76;4;1;4063
3540;77;4;1;4064
3541;68;4;1;4065
3542;72;4;1;4066
3543;65;4;1;4067
3544;72;4;1;4068
3545;359;4;1;4069
3546;359;4;1;4070
3547;359;4;1;4071
3548;359;4;1;4072
3549;72;4;1;4073
3550;359;4;1;4074
3551;354;12;1;4075
3552;355;13;1;4076
3553;355;13;1;4077
3554;372;17;1;4078
3555;372;17;1;4079
3556;88;5;1;4080
3556;89;5;0;4081
3557;91;5;1;4082
3558;89;5;0;4083
3558;79;5;1;4084
3559;340;5;1;4085
3560;80;5;1;4086
3561;87;5;0;4087
3561;85;5;0;4088
3561;81;20;1;4089
3562;79;5;1;4090
3562;89;5;0;4091
3563;79;5;1;4092
3564;88;5;1;4093
3565;88;5;1;4094
3566;80;5;1;4095
3567;346;5;1;4096
3568;346;5;1;4097
3569;78;5;1;4098
3570;350;5;1;4099
3571;81;20;1;4100
3571;87;5;0;4101
3572;81;20;1;4102
3573;81;20;1;4103
3574;81;20;1;4104
3575;81;20;1;4105
3576;81;20;1;4106
3577;81;20;1;4107
3578;81;20;1;4108
3579;102;6;1;4109
3580;313;19;1;4110
3581;302;19;1;4111
3582;315;19;0;4112
3582;320;7;1;4113
3583;315;19;1;4114
3584;310;19;1;4115
3585;316;19;1;4116
3586;316;19;1;4117
3587;302;19;1;4118
3588;308;19;1;4119
3589;309;19;1;4120
3590;308;19;1;4121
3591;316;19;1;4122
3592;310;19;1;4123
3593;308;19;1;4124
3593;309;19;0;4125
3594;373;19;1;4126
3595;373;19;1;4127
3596;182;10;1;4128
3597;3;1;1;4129
3598;81;20;1;4130
3599;281;15;1;4131
3600;295;18;0;4132
3600;294;18;0;4133
3601;295;18;1;4134
3602;295;18;1;4135
3603;295;18;1;4136
3604;295;18;1;4137
3605;295;18;1;4138
3606;288;15;1;4139
3607;29;2;1;4140
3607;32;2;0;4141
3607;41;2;0;4142
3608;130;9;1;4143
3608;131;9;0;4144
3609;29;2;1;4145
3610;29;2;1;4146
3612;196;5;1;4147
3611;57;3;1;4148
3613;154;8;1;4149
3614;88;5;1;4150
3615;87;5;1;4151
3616;6;1;1;4152
3616;123;3;0;4153
3617;176;10;1;4154
3618;232;13;1;4155
3619;172;10;1;4156
3620;38;2;1;4157
3621;339;2;1;4158
3622;29;2;1;4159
3623;44;2;1;4160
3624;191;11;1;4161
3625;191;11;1;4162
3626;131;9;1;4163
3626;130;9;0;4164
3627;136;9;1;4165
3628;131;9;1;4166
3629;136;9;1;4167
3630;16;1;1;4168
3631;14;1;1;4169
3632;146;8;1;4170
3633;146;8;1;4171
3634;155;8;1;4172
3634;356;8;0;4173
3634;374;8;0;4174
3635;274;17;1;4175
3635;268;17;0;4176
3636;260;16;1;4177
3636;280;15;0;4178
3636;284;15;0;4179
3637;260;16;1;4180
3637;280;15;0;4181
3637;284;15;0;4182
3638;260;16;1;4183
3638;280;15;0;4184
3638;284;15;0;4185
3639;260;16;1;4186
3639;280;15;0;4187
3639;284;15;0;4188
3640;257;16;1;4189
3641;260;16;1;4190
3642;260;16;1;4191
3642;269;17;0;4192
3643;260;16;1;4193
3644;260;16;1;4194
3645;257;16;1;4195
3646;113;7;1;4196
3647;124;7;1;4197
3647;127;7;0;4198
3648;124;7;1;4199
3649;127;7;1;4200
3650;110;7;1;4201
3651;111;7;1;4202
3652;128;7;1;4203
3653;109;7;1;4204
3653;125;7;0;4205
3654;105;7;1;4206
3655;108;7;1;4207
3656;267;17;1;4208
3657;265;17;1;4209
3658;184;11;1;4210
3658;271;17;0;4211
3659;272;17;1;4212
3660;268;17;1;4213
3660;278;17;0;4214
3661;269;17;1;4215
3662;269;17;1;4216
3663;269;17;1;4217
3664;264;17;1;4218
3665;265;17;1;4219
3666;237;13;1;4220
3667;224;13;1;4221
3668;227;13;1;4222
3669;92;6;1;4223
3670;344;13;1;4224
3672;237;13;1;4225
3673;225;13;1;4226
3674;225;13;1;4227
3675;234;13;1;4228
3676;234;13;1;4229
3677;241;13;1;4230
3678;344;13;1;4231
3679;235;13;1;4232
3680;355;13;1;4233
3681;225;13;1;4234
3682;176;10;1;4235
3683;237;13;1;4236
3684;146;8;1;4237
3685;213;14;1;4238
3686;112;14;1;4239
3687;112;14;1;4240
3688;214;14;1;4241
3689;213;14;1;4242
3689;112;14;0;4243
3690;112;14;1;4244
3691;215;14;1;4245
3692;214;14;1;4246
3693;202;14;1;4247
3694;202;14;1;4248
3695;204;14;1;4249
3696;219;14;1;4250
3697;218;14;1;4251
3698;213;14;1;4252
3698;216;14;0;4253
3699;199;14;1;4254
3700;214;14;1;4255
3701;281;15;1;4256
3702;288;15;1;4257
3671;237;13;1;4258
3673;234;13;0;4259
3667;230;13;0;4260
3703;288;15;1;4261
3704;288;15;1;4262
3705;288;15;1;4263
3706;288;15;1;4264
3707;288;15;1;4265
3708;57;3;1;4266
3709;57;3;1;4267
3710;61;3;1;4268
3711;58;3;1;4269
3712;57;3;1;4270
3713;331;3;1;4271
3714;58;3;1;4272
3715;325;20;1;4273
3716;325;20;1;4274
3717;327;20;0;4275
3717;325;20;1;4276
3717;278;17;0;4277
3718;325;20;1;4278
3719;325;20;1;4279
3720;325;20;1;4280
3720;272;17;0;4281
3720;184;11;0;4282
3721;325;20;1;4283
3722;325;20;1;4284
3723;325;20;1;4285
3724;325;20;1;4286
3725;325;20;1;4287
3726;325;20;1;4288
3727;325;20;1;4289
3728;325;20;1;4290
3729;325;20;1;4291
3730;325;20;1;4292
3731;325;20;1;4293
3732;325;20;1;4294
3733;325;20;1;4295
3734;325;20;1;4296
3735;325;20;1;4297
3736;325;20;1;4298
3737;325;20;1;4299
3738;325;20;1;4300
3739;325;20;1;4301
3740;325;20;1;4302
3741;325;20;1;4303
3742;325;20;1;4304
3743;325;20;1;4305
3744;325;20;1;4306
3745;325;20;1;4307
3746;325;20;1;4308
3747;325;20;1;4309
3748;325;20;1;4310
3749;325;20;1;4311
3750;325;20;1;4312
3751;325;20;1;4313
3752;325;20;1;4314
3753;325;20;1;4315
3754;325;20;1;4316
3755;325;20;1;4317
3756;325;20;1;4318
3757;325;20;1;4319
3758;325;20;1;4320
3759;325;20;1;4321
3760;325;20;1;4322
3761;325;20;1;4323
3762;325;20;1;4324
3763;325;20;1;4325
3764;325;20;1;4326
3765;325;20;1;4327
3766;325;20;1;4328
3767;325;20;1;4329
3768;318;15;1;4330
3770;48;3;1;4331
3770;52;3;0;4332
3771;174;10;1;4333
3772;10;1;1;4334
3773;371;1;1;4335
3774;371;1;1;4336
3775;371;1;1;4337
3776;347;2;1;4338
3777;347;2;1;4339
3778;347;2;1;4340
3779;347;2;1;4341
3780;347;2;1;4342
3781;41;2;1;4343
3782;41;2;1;4344
3783;302;19;1;4345
3784;250;16;0;4346
3784;5;1;0;4347
3784;254;16;0;4348
3784;256;16;0;4349
3784;253;16;0;4350
3784;257;16;0;4351
3784;258;16;0;4352
3784;262;16;0;4353
3784;263;16;0;4354
3784;260;16;1;4355
3784;252;16;0;4356
3784;254;16;0;4357
3785;321;6;1;4358
3786;310;19;1;4359
3786;316;19;0;4360
3787;322;16;1;4361
3788;260;16;1;4362
3789;250;16;1;4363
3790;261;16;1;4364
3791;258;16;1;4365
3792;251;16;1;4366
3793;262;16;1;4367
3794;256;16;1;4368
3795;257;16;1;4369
3796;254;16;1;4370
3797;319;7;1;4371
3798;81;20;1;4372
3799;131;9;1;4373
3800;65;4;1;4374
3801;65;4;1;4375
3802;318;15;1;4376
3803;184;11;1;4377
3803;340;5;0;4378
3804;184;11;1;4379
3805;130;9;1;4380
3805;131;9;0;4381
3806;131;9;1;4382
3806;136;9;0;4383
3669;96;6;0;4384
3669;102;6;0;4385
3807;92;6;0;4386
3807;93;6;0;4387
3807;78;5;0;4388
3807;95;6;0;4389
3807;81;20;0;4390
3807;82;5;0;4391
3807;84;5;0;4392
3807;493;5;0;4393
3807;85;5;1;4394
3807;104;6;0;4395
3808;323;20;1;4396
3809;323;20;1;4397
3810;323;20;1;4398
3810;74;4;0;4399
3811;323;20;1;4400
3811;74;4;0;4401
3812;323;20;1;4402
3812;74;4;0;4403
3813;323;20;1;4404
3813;318;15;0;4405
3813;328;20;0;4406
1893;48;3;1;4407
1893;52;3;0;4408
3814;48;3;0;4409
3814;52;3;1;4410
3816;307;19;1;4411
3817;29;2;1;4412
3818;241;13;1;4413
3819;52;3;1;4414
3819;55;3;0;4415
3820;305;19;1;4416
3821;162;8;1;4417
3822;129;9;1;4418
3823;251;16;1;4419
3824;305;19;0;4420
3824;305;19;1;4421
3825;222;13;1;4422
