kind;outputdata;year;unused1;unused2;code;halfyear
9;"Моделирование  системы управления качеством подготовки специалистов высшей квалификации / А.А. Подупейко, М.Г. Головач // Управление качеством образования: опыт, проблемы, перспективы: докл., тез. докл. Междунар. науч.-метод. конф. (Минск, 29 окт. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД Респ. Беларусь; ред. кол.: А.Л. Савенок (отв. ред.) [и др.]. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 155-157";2009;;;56;
9;"Дополнительный механизм защиты прав несовершеннолетних в Республике Беларусь / Н.В. Дударева // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь : тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 23 янв. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2009. – С. 38-39";2009;;;61;
9;"Гарантии прав и свобод человека / А.Н. Манулик // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь : тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 23 янв. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2009. – С. 50-51";2009;;;62;
9;"Принцип гласности в избирательном процессе – как один из главных элементов демократического государства / Н.И. Рудович // Проблемы правового регулирования общественных отношений в условиях глобализации : материалы междунар. науч.-практ. конф., Минск, 26 окт. 2007 г. / М-во образования Респ. Беларусь, УО ""БГЭУ"" ; редкол.: Г. А. Короленок (отв. ред.) [и др.]. – Минск : БГЭУ, 2007. – С. 137-138.";2007;;;64;
9;"О конституционных гарантиях прав гражданина на жилье / Н.И. Рудович // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 23 янв. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 56";2009;;;67;
9;"Конституционные обязанности как элемент правового статуса личности / К.Д. Сазон // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 25 янв. 2008 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2008. – С. 42-43";2008;;;69;
9;"О конституционных обязанностях государства / К.Д. Сазон // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 23 янв. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 57-58";2009;;;70;
9;"Некоторые аспекты профессиональной подготовки сотрудников строевых подразделений Департамента охраны МВД Республики Беларусь / А.С. Кривонощенко // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 23 янв. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 10-11";2009;;;72;
9;"К вопросу о подготовленности сотрудников, осуществляющих проведение занятий по специальной подготовке в подразделениях Департамента охраны МВД Республики Беларусь / А.С. Кривонощенко // Совершенствование практической направленности в подготовке сотрудников ОВД : материалы Респ. науч.-практ. конф., Могилев, 20 февр. 2009 г. / М-во внутр. дел Респ. Беларусь, учреждение образования ""Могилев. высш. колледж М-ва внутр. дел Респ. Беларусь"" ; редкол.: Ю.А. Мелеховец [и др.]. – Минск : Акад. МВД Респ. Беларусь, 2009. – С. 44-45";2009;;;73;
9;"Педагогический такт юриста  / Н.И. Порубов // Актуальные проблемы борьбы с преступлениями и иными правонарушениями : материалы седьмой Междунар. науч.-практ. конф. (Барнаул, 23 апр. 2009 г.) : в 2 ч. / Барнаул. юрид. ин-т ; редкол.: Н.Н. Михайлов (гл. ред.) [и др.]. – Барнаул, 2009. – Ч. 2. – С. 220-222";2009;;;159;
9;"Имитация отдельных элементов защиты денежных знаков и их криминалистическое исследование / И.А. Анищенко, О.В. Маркова // Борьба с изготовлением или хранением с целью сбыта либо сбытом поддельных денежных знаков, ценных бумаг Беларуси, России и других государств: тез. докл. Межгос. науч.-практ. конф. (Минск, 20 нояб. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД Респ. Беларусь. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 3-5";2009;;;222;
9;"Выбор методов и приемов стимулирования учебной  деятельности учащихся / М.В. Галезник, Н.В. Конзун  // Женщина. Общество. Образование: материалы 11-ой Междунар. междисципл. науч.-практ. конф. (Минск, 19-20 дек. 2008 г.) / Женский ин-т ЭНВИЛА; сост.: О. В. Шахаб. – Минск: Женский ин-т ЭНВИЛА, 2009. – С. 49-52";2008;;;223;
9;"Выбор методов стимулирования учебной деятельности обучаемых / М.В. Галезник // Инновации в юридическом образовании: содержание, технологии, управление : докл., тез. докл. Междунар. науч.-метод. конф. (Минск, 31 окт. 2008 г.) / Акад. МВД Респ. Беларусь ; ред. кол.: А.Л. Савенок (отв. ред.) [и др.]. – Минск : Акад. МВД Респ. Беларусь, 2008. – С. 78-80";2008;;;224;
9;"Информационная система реализации управленческих решений  в учреждениях образования / М.В. Галезник // Управление качеством образования: опыт, проблемы, перспективы: докл., тез. докл. Междунар. науч.-метод. конф. (Минск, 29 окт. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД Респ. Беларусь; ред. кол.: А.Л. Савенок (отв. ред.) [и др.]. – Минск : Акад. МВД Респ. Беларусь, 2009. – С. 32-34";2009;;;225;
9;"Тактические особенности использования вопросов при раскрытии и расследовании преступлений / М.В. Галезник // Проблемы развития законодательства Республики Беларусь на современном этапе : материалы науч.-практ. конф., Минск, 28 марта 2008 г. : в 2 ч. / Междунар. ин-т трудовых и социальных отношений ; редкол.: В.Ф. Ермолович (отв. ред.) [и др.]. – Минск : МИТСО, 2008. – Минск: Междунар. ин-т труд. и соц. отношений, 2008. – Ч. 2. – С. 11-14";2008;;;226;
9;"Тактические приемы  при проведении следственных действий / М.В. Галезник // Беларусь на пути прогресса: инновационная экономика, управление, право: материалы XIII Междунар. науч.-практ. конф. (Минск, 23-24 апр. 2009 г.): тез. выступлений преподавателей, научных сотрудников, аспирантов и магистрантов / Частн. ин-т. упр. и предпринимательства; редкол.: В. Г. Янчевский (предс.) [и др.]. – Минск : Частн. ин-т упр. и предпринимательства, 2009. – С. 352-353";2009;;;227;
9;"Использование акустической и радиоголографии при проведении обыска / В.Л. Григорович  // Международные юридические чтения : материалы ежегодной науч.-практ. конф. (Омск, 22 мая 2009 г.) / Омский юрид. ин-т. – Омск : изд-во ОмЮИ, 2009. – Ч. III. – С. 200-201";2009;;;228;
9;"Технико-криминалистическое исследование денежных знаков, защищенных голограммой / В.Л. Григорович // Борьба с изготовлением или хранением с целью сбыта либо сбытом поддельных денежных знаков, ценных бумаг Беларуси, России и других государств: тез. докл. Межгос. науч.-практ. конф. (Минск, 20 нояб. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД Респ. Беларусь. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 11-15";2009;;;229;
9;"Использование методов неразрушающего контроля в технико-криминалистическом исследовании евро / В.Л. Григорович, И.Д. Рукавишникова, А.В.Стрелюхин // Борьба с изготовлением или хранением с целью сбыта либо сбытом поддельных денежных знаков, ценных бумаг Беларуси, России и других государств: тез. докл. Межгос. науч.-практ. конф. (Минск, 20 нояб. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД Респ. Беларусь. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 15-18.";2009;;;230;
9;"Использование голографического метода для регистрации и хранения трехмерных изображений криминалистических объектов / В.Л. Григорович // Актуальные проблемы борьбы с преступлениями и иными правонарушениями : материалы шестой Междунар. науч.-практ. конф. (Барнаул, 24 апр. 2008 г.) / Барнаул. юрид. ин-т МВД России; редкол.: Н.Н. Михайлов (гл. ред.) [и др.]. – Барнаул, 2008. – С. 88-89";2008;;;231;
9;"Некоторые аспекты технико-криминалистического исследования следов лазерной маркировки / В.Л. Григорович // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 23 янв. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2009. – С. 69-70";2009;;;232;
9;"Проблемы использования голографии в противодействии преступности / В.Л. Григорович // Проблемы формирования правовой культуры молодежи на современном этапе : материалы междунар. науч.-практ. конф. (Витебск, 24-25 апр. 2009 г.) / Витебский гос. ун-т им. П.М. Машерова, Юрид. фак. ; ред. кол.: А.А. Бочков (отв. ред.) [и др.]. – Витебск: УО ВГУ им. П.М. Машерова, 2009. – С. 87-89";2009;;;233;
9;"Теоретические аспекты применения голографии в уголовном процессе / В.Л. Григорович // Актуальные проблемы борьбы с преступлениями и иными правонарушениями : материалы седьмой Междунар. науч.-практ. конф. (Барнаул, 23 апр. 2009 г.) : в 2 ч. / Барнаул. юрид. ин-т ; редкол.: Н.Н. Михайлов (гл. ред.) [и др.]. – Барнаул, 2009. – Ч. 1. –- С. 29-30";2009;;;234;
9;"Особенности личного обыска при задержании подозреваемого / А.В. Дроздов // Управление в социальных и экономических системах : материалы XVI Междунар. науч.-практ. конф., Минск, 16-17 июня 2007 г. / Минский ин-т упр. ; редкол.: Н.В. Суша [и др.]. – Минск : Изд-во МИУ, 2007. – С. 312-313";2007;;;235;
9;"Подготовительный этап задержания по делам о разбоях / А.В. Дроздов // Беларусь в современных геополитических условиях: политико-правовые и социально-экономические аспекты устойчивого развития: материалы межвуз. науч.-практ. конф. (Минск, 30 марта 2007 г.): в 2 т. / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2007. – Т. 1. – С. 117-118";2007;;;236;
9;"Следственные ситуации первоначального этапа расследования разбоев / А.В. Дроздов // Актуальные проблемы борьбы с преступностью в Сибирском регионе : сб. материалов Междунар. науч. конф. (Красноярск, 15-16 февр. 2007 г.) : в 2 ч. / Сибир. юрид. ин-т МВД России ; С.Д. Назаров (отв. ред.) [и др.]. – Красноярск: СибЮИ МВД России, 2007. – Ч. 2. – С. 320-323";2007;;;237;
9;"Соотношение понятий «задержание» и «личный обыск» по делам о разбоях / А.В. Дроздов // Актуальные проблемы государства и права в славянском мире: материалы междунар. науч. конф., Витебск, 26-27 апр. 2007 г. / Витебский гос. ун-т; редкол.: А.А. Бочков (отв. ред.) [и др.]. – Витебск : УО «ВГУ им. П.М. Машерова», 2007. – С. 78-79";2007;;;238;
9;"Аббревиация в языке криминалистики / Д.В. Исютин-Федотков // Актуальные проблемы борьбы с преступностью в Сибирском регионе : cб. материалов XII Междунар. науч.-практ. конф. (Красноярск, 19-20 февр. 2009 г.) : в 3 ч. / Сиб. юрид. ин-т МВД России ; редкол.: Д.Д. Невирко (отв. ред.) [и др.]. – Красноярск: СибЮИ МВД России, 2009. – Ч. 3. – С. 76-78";2009;;;239;
9;"Некоторые аспекты тенденции заимствования иноязычной лексики в языке криминалистики / Д.В. Исютин-Федотков // Проблемы российского законодательства: история и законодательства: Материалы Межрегион. науч.-практ. конф. (Тольятти, 2-3 февр. 2007 г.) в 2 ч. / Ф-л Самар. гуман. акад. в г. Тольятти; редкол.: Р.В. Закомолдин [и др.]. – Самара: СаГА, 2007. – Ч. 1. – С. 44-47";2007;;;240;
9;"О некоторых недостатках проекта Закона Республики Беларусь «Об основах судебно-экспертной деятельности» / Д.В. Исютин-Федотков, О.В. Колесникова  // Проблемные вопросы теории и практики военного строительства и военного искусства, создания и модернизации вооружения в современных условиях, пути их решения: материалы Х военно-научной конф. (Минск, 9-10 апр. 2009 г.) / УО «Военная академия Республики Беларусь»; отв. за вып. А.В.Швайка. – Минск, 2009. – С. 49-51";2009;;;241;
9;"Расширение круга используемых понятий и определений – тенденция развития языка криминалистики / Д.В. Исютин-Федотков // Наука и образование в ВУЗе: направления и пути интеграции : сб. науч. ст. по материалам регион. межведомств. межвуз. науч.-практ. конф. (Ижевск, 12 марта 2008 г.). – Ижевск : Ижевский ф-л Нижегородской акад. МВД России, 2008. – С. 111-113";2008;;;242;
9;"Судебно-медицинская экспертиза по уголовным делам о причинении телесных повреждений / И.В. Капустина // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 24 янв. 2007 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2007. – С. 39-40";2007;;;243;
9;"Подготовка научно-педагогических кадров по специальности «Судебная экспертиза» / В.К. Кирвель // Кафедра – центр учебной, методической и научной работы высшего учебного заведения: тез. докл. Междунар. науч.-метод. конф. (Минск, 26 окт. 2007 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД; ред. кол.: Ю.А. Мелеховец (отв. ред.) [и др.]. – Минск: Акад. МВД Респ. Беларусь, 2007. – С. 50-52";2007;;;244;
9;"Некоторые тактико-криминалистические аспекты стадии возбуждения уголовного дела / О.В. Колесникова, Д.В. Исютин-Федотков // Naukowa przestrzen Europy–2009:  Materialy V Miedzynarodowej naukowipraktycznej konferencji, Przemysl, 2009 / Nauka i studia; redactor Slawomir Gorniak. – Przemysl: Sp. z o.o. «Nauka i studia». – Volume 9. – Prawo. – 2009. – С. 77-80";2009;;;245;
9;"Аналитическая деятельность руководителя в управлении кафедрой в высшем учебном заведении / О.В. Маркова // Управление качеством образования: опыт, проблемы, перспективы : докл., тез. докл. Междунар. науч.-метод. конф. (Минск, 29 окт. 2009 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД Респ. Беларусь; ред. кол.: А.Л. Савенок (отв. ред.) [и др.]. – Минск : Акад. МВД Респ. Беларусь, 2009. – С.118-120";2009;;;246;
9;"Инновационные методы обучения в юридическом образовании / О.В. Маркова // Современное состояние и основные направления совершенствования уголовно-исполнительной системы: российский и зарубежный опыт: материалы Междунар. науч.-практ. конф., Самара, 6 февр. 2009 г. / Самар. юрид. ин-т Федер. службы исполн. наказаний России; ред. кол. А.В. Горожанин [и др.]. – Самара: Самар. юрид. ин-т ФСИН России, 2009. – С. 329-332";2009;;;247;
9;"Применение интерактивных методов в образовательном процессе с целью контроля знаний обучаемых / О.В. Маркова // Инновации в юридическом образовании: содержание, технологии, управление: докл., тез. докл. Междунар. науч.-метод. конф. (Минск, 31 окт. 2008 г.) / Акад. МВД Респ. Беларусь; ред. кол.: А.Л. Савенок (отв. ред.) [и др.]. – Минск: Акад. МВД Респ. Беларусь, 2008. – С. 109-111";2008;;;248;
9;"Противодействие легализации доходов, полученных преступным путем: проблемы, пути решения / О.В. Маркова // Основные направления экономической безопасности государств-участников Договора о создании Союзного государства: тез. докл. Междунар. науч.-практ. конф. (Минск, 14 нояб. 2008 г.) / Акад. МВД Респ. Беларусь. – Минск: Акад. МВД Респ. Беларусь, 2008. – С. 115-118";2008;;;249;
9;"Тактико-организационные комплексы в раскрытии и расследовании преступлений / О.В. Маркова // Столетие сыска: история, современность, перспективы: тез. докл. Междунар. науч.-практ. конф. (Одесса, 21 нояб. 2008 г.). – Одесса: Одесский гос. ун-т внутрен. дел, 2008. – С. 139-143";2008;;;250;
9;"Еще раз о научной организации труда следователя / Н.И. Порубов // Проблемы управления органами расследования преступлений в связи с изменением уголовно-процессуального законодательства : материалы межвуз. науч. конф. (Москва, 10 апр. 2008 г.): в 2 ч. / Акад. упр. МВД России. – М. : Акад. упр. МВД России, 2008. – Ч. II. – С. 30-39";2008;;;251;
9;"К истории допроса эксперта  / Н.И. Порубов // Актуальные проблемы теории и практики судебной экспертизы: материалы междунар. науч.-практ. конф., Москва, 24-25 июня 2009 г. / Моск. гос. юрид. акад. им. О.Е. Кутафина. – М.: Проспект, 2009. – С. 306-310";2009;;;252;
9;"Криминалистика – наука интернациональная  / Н.И. Порубов, Л.В. Калайда // Актуальные вопросы государства и гражданского общества на современном этапе: материалы междунар. науч.-практ. конф. (Уфа, 10-11 апр. 2007 г.) / Ин-т права Башкирского гос. ун-та. – Уфа: РИЦ Баш ГУ, 2007. – Ч. 1. – С. 165-173";2007;;;253;
9;"Криминалистическая звезда первой величины (к 100-летию со дня рождения А.И. Винберга) / Н.И. Порубов // Значение творческого наследия профессора А.И. Винберга в развитии отечественной криминалистики (к 100-летию со дня рождения): сб. матер. 49-х Криминалистических чтений (Москва, 26 сент. 2008 г.) / Акад. упр. МВД России. – М.: Акад. упр. МВД России,  2008. – С. 11-22";2008;;;254;
9;"Место первого по счету обязывает / Н.И. Порубов // Ученые-криминалисты и их роль в совершенствовании научных актов уголовного судопроизводства: материалы вузовской юбилейной науч.-практ. конф., посвящ. 85-лет со дня рожд. Р.С. Белкина и юбилея его учеников (Москва, 25-26 окт. 2007 г.) / Акад. упр. МВД России. – М.: Акад. упр. МВД России,  2007. – С. 37-44";2007;;;255;
9;"Научная организация труда экспертной деятельности  / Н.И. Порубов // Теория и практика судебной экспертизы в современных условиях: материалы междунар. науч.- практ. конф. (Москва, 14-15 февр. 2007 г.) / Моск. гос. юрид. акад. им. О.Е. Кутафина. – М.: ТК Белби, изд-во Проспект, 2007. – С. 20-22";2007;;;256;
9;"О следственном аппарате / Н.И. Порубов // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел: тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 24 янв. 2007 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск: Акад. МВД Респ. Беларусь, 2007. – С. 55";2007;;;257;
9;"Особенности расследования преступлений на железнодорожном транспорте  / Н.И. Порубов, Л.В. Калайда //  Актуальные проблемы криминалистического обеспечения уголовного судопроизводства в современных условиях (к 85-летию со дня рождения профессора Л.Л. Коневского): материалы Междунар. науч.-практ. конф. (Уфа, 23-24 апр. 2009 г.): сб. науч. ст. –  Уфа: Баш ГУ, 2009. – Ч. 1. – С. 140-147";2009;;;258;
9;"От профессиональной ориентации до перманентного профессионального обучения / Н.И. Порубов // Совершенствование практической направленности в подготовке сотрудников ОВД : материалы Респ. науч.-практ. конф., Могилев, 20 февр. 2009 г. / М-во внутр. дел Респ. Беларусь, учреждение образования ""Могилев. высш. колледж М-ва внутр. дел Респ. Беларусь"" ; редкол.: Ю.А. Мелеховец [и др.]. – Минск : Акад. МВД Респ. Беларусь, 2009. – С. 3-6";2009;;;259;
9;"Психологические основы допроса / Н.И. Порубов // Уголовно-процессуальные и криминалистические чтения на Алтае : материалы ежегодной межрегион. науч.-практ. конф., посвящ. памяти заслуженного юриста РФ, д.ю.н., проф. Е.Н.Тихонова / Алтайский гос. ун-тет ; под ред. В.К. Гавло. – Барнаул : Изд-во Алт. ун-та, 2008. – Вып. 7-8. – С. 249-256";2008;;;260;
9;"Речь как объект криминалистического исследования / Н.И. Порубов // Использование достижений иных наук в криминалистике: Всерос. науч.-практ. конф. (Краснодар, 18-19 апр. 2008 г.) / Кубанский гос. аграрный ун-т России, юрид. фак-т. – Краснодар, 2008. – С. 259-267";2008;;;261;
9;"Роль профессора И.М. Лузгина в формировании методологических основ расследования  / Н.И. Порубов // Теория и практика использования специальных знаний в раскрытии и расследовании преступлений (к 90-летию со дня рождения профессора И. М. Лузгина и к 80–летию со дня рождения профессора Е.И. Зуева): сб. матер. 50-х Криминалистических чтений (Москва, 23 окт. 2009 г.): в 2 ч. / Акад. упр. МВД России. – М.: Акад. упр. МВД России, 2009. – Ч. 1. – С. 57-62";2009;;;262;
9;"Самое распространенное следственное действие  / Н.И. Порубов // Актуальные вопросы применения уголовно-процессуального и уголовного законодательства в процессе расследования преступлений: материалы межвуз. науч.-прак. конф., Москва, 23-24 апр.  2009 г. / Акад. упр. МВД России. – М.: Акад. упр. МВД России, 2009. – С. 100-107";2009;;;263;
9;"Соотношение вузовской лекции и читаемой в массовой аудитории / Н.И. Порубов // Инновационные проблемы и перспективы развития правоприменительной деятельности : материалы междунар. науч.-практ. конф., Гродно, 27-28 марта 2009 г. / ГрГУ им. Я. Купалы ; редкол.: Г.А. Зорин (отв. ред.) [и др.]. – Гродно : ГрГУ, 2009. – С. 164-167";2009;;;264;
9;"Становление и развитие криминалистических знаний в Беларуси / Н.И. Порубов // Проблемы борьбы с преступностью и подготовки кадров для органов внутренних дел Республики Беларусь : тез. докл. Междунар. науч.-практ. конф., посвящ. Дню белорус. науки (Минск, 25 янв. 2008 г.) / М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2008. – С.  74-76";2008;;;265;
9;"Алгоритм предмета допроса / Г.В. Федоров, А.В. Дроздов // Проблемы формирования правовой культуры молодежи на современном этапе : материалы междунар. науч.-практ. конф. (Витебск, 24-25 апр. 2009 г.) / Витебский гос. ун-т им. П. М. Машерова, Юрид. фак. ; ред. кол.: А.А. Бочков (отв. ред.) [и др.]. – Витебск: УО ВГУ им. П.М. Машерова, 2009. – С. 266-267";2009;;;266;
9;"Задачи осмотра места происшествия по делам о разбоях / Г.В. Федоров, А.В. Дроздов // Актуальные проблемы борьбы с преступлениями и иными правонарушениями : материалы шестой Междунар. науч.-практ. конф. (Барнаул, 24 апр. 2008 г.) / Барнаул. юрид. ин-т МВД России ; редкол.: Н.Н. Михайлов (гл. ред.) [и др.]. – Барнаул, 2008. – Ч. 1. – С. 117-118";2008;;;267;
9;"Идентификация по мысленному образу по делам о разбоях / Г.В. Федоров, А.В. Дроздов // Механизм правового регулирования общественных отношений: теория и практика : материалы Междунар. науч.-практ. конф., Гродно, 4-5 апр. 2008 г. / ГрГУ им. Я. Купалы ; редкол.: Р.Н. Ключко (отв. ред.) [и др.]. – Гродно : ГрГУ им. Я. Купалы, 2008. – C. 386-388";2008;;;268;
9;"Криминалистическая методика: перспективы развития / Г.В. Федоров // Проблемы формирования правовой культуры молодежи на современном этапе : материалы междунар. науч.-практ. конф. (Витебск, 24-25 апр. 2009 г.) / Витебский гос. ун-т им. П. М. Машерова, Юрид. фак. ; ред. кол.: А.А. Бочков (от. ред.) [и др.]. – Витебск, 2009. – С. 264-266";2009;;;269;
